MSE (100x Scale),MAE (%),RMSE (%),MAPE (%),Model,Pair,Set
1.0096854846147922,0.8409280922848765,1.0048310726757967,1490.2404016102053,arima,USDVND_RET,val
0.2119755250123967,0.30648301387425925,0.46040799842356855,912.308491166773,arima,USDVND_RET,test
2.222100068977759,1.2201678872135338,1.4906710129930612,2536.898974591345,arima,EURVND_RET,val
4.548238484159388,1.3274362659283112,2.1326599551169396,2026.0155294269741,arima,EURVND_RET,test
2.361487929629113,1.258531690589871,1.5367133531108244,2282.33810919976,arima,JPYVND_RET,val
1.5942600794770374,0.8638628300722471,1.2626401227099657,1059.509327839506,arima,JPYVND_RET,test
0.8024132164753556,0.7239531180542237,0.8957752042088213,1813.044632260007,arima,CNYVND_RET,val
0.9333731130792715,0.7933217132257708,0.9661123708344033,3065.5005269707667,arima,CNYVND_RET,test
1.0096854846147922,0.8409280922848765,1.0048310726757967,1490.2404016102053,hybrid_arima_mlp,USDVND_RET,val
0.2119755250123967,0.30648301387425925,0.46040799842356855,912.308491166773,hybrid_arima_mlp,USDVND_RET,test
2.222100068977759,1.2201678872135338,1.4906710129930612,2536.898974591379,hybrid_arima_mlp,EURVND_RET,val
4.548238484159388,1.3274362659283112,2.1326599551169396,2026.0155294269741,hybrid_arima_mlp,EURVND_RET,test
2.361487929629113,1.258531690589871,1.5367133531108244,2282.3381091998103,hybrid_arima_mlp,JPYVND_RET,val
1.5942600794770374,0.8638628300722471,1.2626401227099657,1059.509327839506,hybrid_arima_mlp,JPYVND_RET,test
0.8024132164753556,0.7239531180542237,0.8957752042088213,1813.044632260021,hybrid_arima_mlp,CNYVND_RET,val
0.9333731130792715,0.7933217132257708,0.9661123708344033,3065.5005269707667,hybrid_arima_mlp,CNYVND_RET,test
1.0096854846147922,0.8409280922848765,1.0048310726757967,1490.2404016102053,hybrid_arima_svr,USDVND_RET,val
0.2119755250123967,0.30648301387425925,0.46040799842356855,912.308491166773,hybrid_arima_svr,USDVND_RET,test
2.222100068977759,1.2201678872135338,1.4906710129930612,2536.898974591379,hybrid_arima_svr,EURVND_RET,val
4.548238484159388,1.3274362659283112,2.1326599551169396,2026.0155294269741,hybrid_arima_svr,EURVND_RET,test
2.361487929629113,1.258531690589871,1.5367133531108244,2282.3381091998103,hybrid_arima_svr,JPYVND_RET,val
1.5942600794770374,0.8638628300722471,1.2626401227099657,1059.509327839506,hybrid_arima_svr,JPYVND_RET,test
0.8024132164753556,0.7239531180542237,0.8957752042088213,1813.044632260021,hybrid_arima_svr,CNYVND_RET,val
0.9333731130792715,0.7933217132257708,0.9661123708344033,3065.5005269707667,hybrid_arima_svr,CNYVND_RET,test
0.677960429590662,0.6022854479434698,0.8233835252120739,1055.3516467994618,hybrid_var_mlp,USDVND_RET,val
0.16361118040580183,0.25157772489708646,0.40448878897418383,730.8359007605146,hybrid_var_mlp,USDVND_RET,test
0.8217965087160783,0.671127333752643,0.9065299270934625,1595.882573392584,hybrid_var_mlp,EURVND_RET,val
0.2473219489981103,0.3096817840453739,0.49731473836807844,343.03456084471213,hybrid_var_mlp,EURVND_RET,test
0.9025575388987928,0.716667370352897,0.9500302831482756,1240.7779998965625,hybrid_var_mlp,JPYVND_RET,val
0.303704912340718,0.34028850981609443,0.5510942862530132,302.5069947886309,hybrid_var_mlp,JPYVND_RET,test
0.7363004000667239,0.6394447333672981,0.8580794835367666,1380.3410139631208,hybrid_var_mlp,CNYVND_RET,val
0.16912344592565212,0.26157087708473803,0.41124621083440044,1224.7479746929168,hybrid_var_mlp,CNYVND_RET,test
0.677960429590662,0.6022854479434698,0.8233835252120739,1055.3516467994618,hybrid_var_svr,USDVND_RET,val
0.16361118040580183,0.25157772489708646,0.40448878897418383,730.8359007605146,hybrid_var_svr,USDVND_RET,test
0.8217965087160783,0.671127333752643,0.9065299270934625,1595.882573392584,hybrid_var_svr,EURVND_RET,val
0.2473219489981103,0.3096817840453739,0.49731473836807844,343.03456084471213,hybrid_var_svr,EURVND_RET,test
0.9025575388987928,0.716667370352897,0.9500302831482756,1240.7779998965625,hybrid_var_svr,JPYVND_RET,val
0.303704912340718,0.34028850981609443,0.5510942862530132,302.5069947886309,hybrid_var_svr,JPYVND_RET,test
0.7363004000667239,0.6394447333672981,0.8580794835367666,1380.3410139631208,hybrid_var_svr,CNYVND_RET,val
0.16912344592565212,0.26157087708473803,0.41124621083440044,1224.7479746929168,hybrid_var_svr,CNYVND_RET,test
0.677960429590662,0.6022854479434698,0.8233835252120739,1055.3516467994618,var,USDVND_RET,val
0.16361118040580183,0.25157772489708646,0.40448878897418383,730.8359007605146,var,USDVND_RET,test
0.8217965087160783,0.671127333752643,0.9065299270934625,1595.8825733925785,var,EURVND_RET,val
0.2473219489981103,0.3096817840453739,0.49731473836807844,343.03456084471213,var,EURVND_RET,test
0.9025575388987928,0.716667370352897,0.9500302831482756,1240.7779998965198,var,JPYVND_RET,val
0.303704912340718,0.34028850981609443,0.5510942862530132,302.5069947886309,var,JPYVND_RET,test
0.7363004000667239,0.6394447333672981,0.8580794835367666,1380.3410139631073,var,CNYVND_RET,val
0.16912344592565212,0.26157087708473803,0.41124621083440044,1224.7479746929168,var,CNYVND_RET,test
