MSE (100x Scale),MAE (%),RMSE (%),MAPE (%),Model,Pair,Set
0.36708611506605593,0.4551610070078892,0.6058763199416659,143.22949619279265,hybrid_var_mlp,INRAUD_RET,val
0.4176763638825697,0.46360706336929874,0.646278859226085,176.75220944620526,hybrid_var_mlp,INRAUD_RET,test
0.44987031284516216,0.5120253669661201,0.6707237231865011,125.44724361521713,hybrid_var_svr,CNYAUD_RET,val
0.3845746580327191,0.4405432605756398,0.620140837256118,116.85058644006139,hybrid_var_svr,CNYAUD_RET,test
0.37593179998545384,0.4707802609608961,0.6131327751681962,144.9573833204778,hybrid_var_svr,USDAUD_RET,val
0.3903969402012786,0.447774127949549,0.6248175255234752,108.1324040029742,hybrid_var_svr,USDAUD_RET,test
0.43222625510562335,0.48644814565819017,0.6574391645662915,112.3561305098671,hybrid_var_svr,JPYAUD_RET,val
0.5081901496404553,0.5026913331746037,0.7128745679574039,1406.0059969481347,hybrid_var_svr,JPYAUD_RET,test
0.3137230286865711,0.4338027387545719,0.5601098362701472,180.74989261453842,hybrid_var_svr,KRWAUD_RET,val
0.36956212426237117,0.42902269631138557,0.6079162148375146,151.2987671292475,hybrid_var_svr,KRWAUD_RET,test
0.3705256108180568,0.45749384969726226,0.608708149130646,121.5121198333299,hybrid_var_svr,INRAUD_RET,val
0.4144626426643416,0.4607476385376373,0.6437877310607446,138.1711696159933,hybrid_var_svr,INRAUD_RET,test
0.4355353439675053,0.5058478523634137,0.6599510163394745,119.3262638984769,var,CNYAUD_RET,val
0.38452996180109567,0.44070941848203943,0.6201047990469801,115.59710182326614,var,CNYAUD_RET,test
0.3741048265806221,0.46989032139457654,0.6116410929463635,118.62822270490743,var,USDAUD_RET,val
0.3944337904972942,0.4494920801828947,0.628039640864567,105.07874957676347,var,USDAUD_RET,test
0.43368724950338805,0.4901255916543454,0.6585493523672983,114.32505065938679,var,JPYAUD_RET,val
0.5148933408720461,0.5050782457488419,0.7175606879365996,2394.9065819788825,var,JPYAUD_RET,test
0.3129561626783842,0.43170809382692377,0.5594248498935172,174.31395928071382,var,KRWAUD_RET,val
0.3568507379844169,0.42156610833115593,0.5973698502472459,134.9485384503332,var,KRWAUD_RET,test
0.36674015574181196,0.4539638086430336,0.6055907493859297,124.65160143371938,var,INRAUD_RET,val
0.4095026869360562,0.4574476961464464,0.6399239696526894,144.64936743153842,var,INRAUD_RET,test
