Pair,Parameter,Estimate,Std. Error,t-value,P-value
USDPHP_RET,ma1,-0.3159948909638151,0.01620395408941493,-19.50109764691543,1.074514037808842e-84
USDPHP_RET,DXY_lr_lag1,0.19440393265234976,0.01756794529530592,11.065832081358636,1.8374949551200353e-28
USDPHP_RET,PSEI_lr_lag1,-0.03995870533952165,0.006559855142184572,-6.091400568064152,1.119270963259114e-9
USDPHP_RET,VIX_diff_lag1,0.03796181533649285,0.004411069454871677,8.606034369866254,7.563159647658116e-18
USDPHP_RET,DFF_diff_lag1,0.26240581151085624,0.17816162389007348,1.4728526030541897,0.1407907846707431
USDPHP_RET,BSP_RRP_diff_lag1,0.31112936533982144,0.1828995070352501,1.7010946086358651,0.08892522314201307
USDPHP_RET,CrudeOil_lr_lag1,-0.3151392469526744,0.2680038987818244,-1.175875606232213,0.23964458803386768
CNYPHP_RET,ma1,-0.26926309768075835,0.01650864611407219,-16.31042883954214,8.320653239794356e-60
CNYPHP_RET,DXY_lr_lag1,0.07021270570366069,0.01915863801100602,3.6648067395670685,2.47525421418794e-4
CNYPHP_RET,PSEI_lr_lag1,-0.02211522844033721,0.007117815285248268,-3.1070247757301606,0.0018898055961198421
CNYPHP_RET,VIX_diff_lag1,0.03463089311087703,0.004776134926625565,7.25081967802456,4.1425690002598083e-13
CNYPHP_RET,DFF_diff_lag1,-0.03013794366103424,0.1938194525319002,-0.15549493751703752,0.8764311446781212
CNYPHP_RET,BSP_RRP_diff_lag1,0.31916561778828006,0.19940406316020756,1.6005973636146635,0.10946612657549742
CNYPHP_RET,CrudeOil_lr_lag1,0.2732771717203155,0.2916646142092345,0.9369568964038668,0.34878073037425045
JPYPHP_RET,ma1,-0.16386581790565896,0.01729156300907025,-9.476634230214094,2.6261722222337525e-21
JPYPHP_RET,DXY_lr_lag1,-0.3641876009681684,0.02941821432758262,-12.37966373189092,3.3675075720029175e-35
JPYPHP_RET,PSEI_lr_lag1,-0.03361864121467976,0.010933666751902998,-3.0747819535315957,0.0021065650089091667
JPYPHP_RET,VIX_diff_lag1,0.09837599484933846,0.007224972470036313,13.616106532907525,3.212430053262138e-42
JPYPHP_RET,DFF_diff_lag1,0.8720930926922318,0.2967727349587929,2.9385889940776484,0.003297099852764089
JPYPHP_RET,BSP_RRP_diff_lag1,-0.0050394356276908595,0.30581907263086505,-0.016478487049019486,0.9868526646066387
JPYPHP_RET,CrudeOil_lr_lag1,-2.1838855874029615,0.4466171899364273,-4.889837732653823,1.0091913431813883e-6
HKDPHP_RET,ma1,-0.3182196588890803,0.016266713604050846,-19.56262750023675,3.2204690799104877e-85
HKDPHP_RET,DXY_lr_lag1,0.18243607412059165,0.01745997787771402,10.448814734951853,1.483678080856765e-25
HKDPHP_RET,PSEI_lr_lag1,-0.03823463622357984,0.006522080870276072,-5.862337033849354,4.563974602311747e-9
HKDPHP_RET,VIX_diff_lag1,0.035513290686090465,0.004386039806835925,8.096892014235877,5.638107778798566e-16
HKDPHP_RET,DFF_diff_lag1,0.22922662221816484,0.17706067700533876,1.294621855598424,0.19545070911213266
HKDPHP_RET,BSP_RRP_diff_lag1,0.34533477352795205,0.18179652526325288,1.899567513888868,0.05748989881255698
HKDPHP_RET,CrudeOil_lr_lag1,-0.2867018193230738,0.2664141594611541,-1.0761508318587618,0.28185980514554454
SGDPHP_RET,ma1,-0.34681436475288946,0.016022444234700933,-21.645534206433325,6.696336248974571e-104
SGDPHP_RET,DXY_lr_lag1,-0.26477733603313497,0.018125190146981756,-14.608251493418194,2.4882219494205953e-48
SGDPHP_RET,PSEI_lr_lag1,-0.034716736703695475,0.006743965015883989,-5.1478227751667625,2.635272907528915e-7
SGDPHP_RET,VIX_diff_lag1,0.001332883799330767,0.004568660703746903,0.2917449742410564,0.7704816198495167
SGDPHP_RET,DFF_diff_lag1,0.20348355058915296,0.18382321100129376,1.106952432615927,0.2683144947122114
SGDPHP_RET,BSP_RRP_diff_lag1,0.20845247952474139,0.18848239625440902,1.1059519810188387,0.26874730400033764
SGDPHP_RET,CrudeOil_lr_lag1,0.5470236250763637,0.2766292564573636,1.9774612131839915,0.04798952062570218
