Date,Actual,Forecast,Set,Pair
2023-01-04,-0.4031835700410259,0.011152155581489031,val,USDVND_RET
2023-01-05,-0.02126528450331824,0.18978068661033592,val,USDVND_RET
2023-01-06,-0.14898374576515266,0.020573637047987564,val,USDVND_RET
2023-01-09,-0.06391818689972541,0.0771586837009172,val,USDVND_RET
2023-01-10,-0.05542882867307072,0.03947079919775405,val,USDVND_RET
2023-01-11,-0.00853023970490858,0.03570963008748827,val,USDVND_RET
2023-01-12,-0.02132878327378002,0.014931437033004319,val,USDVND_RET
2023-01-13,-0.00853278724013257,0.020601769871179176,val,USDVND_RET
2023-01-16,-0.01280054617411698,0.014932565706166172,val,USDVND_RET
2023-01-17,-0.00426721287056243,0.01682337566423391,val,USDVND_RET
2023-01-18,-0.02987558973161647,0.013042723608798263,val,USDVND_RET
2023-01-19,0.04267668210897534,0.024388391142467186,val,USDVND_RET
2023-01-20,0.01279945390743772,-0.007755542054939044,val,USDVND_RET
2023-01-23,0,0.005481419422214516,val,USDVND_RET
2023-01-24,0,0.011152155581489031,val,USDVND_RET
2023-01-25,0,0.011152155581489031,val,USDVND_RET
2023-01-26,0,0.011152155581489031,val,USDVND_RET
2023-01-27,0,0.011152155581489031,val,USDVND_RET
2023-01-30,0.08528785165176059,0.011152155581489031,val,USDVND_RET
2023-01-31,0.04261666376027306,-0.026634214665716204,val,USDVND_RET
2023-02-01,-0.1065757321382516,-0.007728951215777678,val,USDVND_RET
2023-02-02,-0.02132878327378002,0.058370018336269924,val,USDVND_RET
2023-02-03,0.03838853509576306,0.020601769871179176,val,USDVND_RET
2023-02-06,-0.03838853509576221,-0.005855699256960185,val,USDVND_RET
2023-02-07,0.17050302510837476,0.028160010419937872,val,USDVND_RET
2023-02-08,0.5097717071668579,-0.0643883851900123,val,USDVND_RET
2023-02-09,-0.04238186119807449,-0.21469973417189941,val,USDVND_RET
2023-02-10,-0.12725346361977488,0.029929234239010182,val,USDVND_RET
2023-02-13,0.02122015923083133,0.06753118727769679,val,USDVND_RET
2023-02-14,0.12722648026566938,0.0017506666487532019,val,USDVND_RET
2023-02-15,0.02118868532134896,-0.045214921270165895,val,USDVND_RET
2023-02-16,0.06353913165160817,0.0017646110121507432,val,USDVND_RET
2023-02-17,0.2748706667724601,-0.016998549440097963,val,USDVND_RET
2023-02-20,0.5474850482966528,-0.1106279641378936,val,USDVND_RET
2023-02-21,-0.3576316002779898,-0.23140844758876697,val,USDVND_RET
2023-02-22,-0.08433481419098532,0.16959910668282643,val,USDVND_RET
2023-02-23,0.31588949085540613,0.04851628719030822,val,USDVND_RET
2023-02-24,0.14707429901880265,-0.12880115579280596,val,USDVND_RET
2023-02-27,-0.14707429901879404,-0.05400840139049479,val,USDVND_RET
2023-02-28,0.10507513838464072,0.07631271255346904,val,USDVND_RET
2023-03-01,-0.2734253464960159,-0.0354008763671871,val,USDVND_RET
2023-03-02,-0.1264489104207811,0.13229193314153923,val,USDVND_RET
2023-03-03,-0.04218519362285663,0.06717473387346656,val,USDVND_RET
2023-03-06,0.04218519362285388,0.029842101620836788,val,USDVND_RET
2023-03-07,-0.25337851393720945,-0.007537790457857508,val,USDVND_RET
2023-03-08,-0.04229224000445743,0.12341028091697939,val,USDVND_RET
2023-03-09,0.29567075394166625,0.029889528002560027,val,USDVND_RET
2023-03-10,-0.12660900615091575,-0.11984334217507205,val,USDVND_RET
