Date,Actual,Forecast,Set,Pair
2023-01-04,0.9006238825881638,-0.014027191663587235,val,CNYAUD_RET
2023-01-05,-1.1105244018850615,-0.05266743812426866,val,CNYAUD_RET
2023-01-06,1.1723039986793922,0.09441052181773202,val,CNYAUD_RET
2023-01-09,-1.383390752018304,-0.09965215031441366,val,CNYAUD_RET
2023-01-10,0.7481868268437746,0.11369021802647883,val,CNYAUD_RET
2023-01-11,0.11846301397090384,-0.07679455733361151,val,CNYAUD_RET
2023-01-12,-0.10771784248354148,0.004612108594179751,val,CNYAUD_RET
2023-01-13,-0.3567730755984155,0.012717310526415282,val,CNYAUD_RET
2023-01-16,0.45416925169229055,0.021129899703054456,val,CNYAUD_RET
2023-01-17,-0.3551413482316754,-0.03851228371966192,val,CNYAUD_RET
2023-01-18,-0.906414103160502,0.032627678431958906,val,CNYAUD_RET
2023-01-19,1.0118208667568631,0.05284609775909199,val,CNYAUD_RET
2023-01-20,0.00852143563238107,-0.08860021326885037,val,CNYAUD_RET
2023-01-23,-1.0891073285783954,0.01994435562872443,val,CNYAUD_RET
2023-01-24,-0.6707576702604645,0.07533711785382469,val,CNYAUD_RET
2023-01-25,-0.25511706506980975,0.01846362832960813,val,CNYAUD_RET
2023-01-26,-0.8598256310308727,-0.0025414143259483435,val,CNYAUD_RET
2023-01-27,-0.07424174525706138,0.04866976547481329,val,CNYAUD_RET
2023-01-30,0.08473722521323761,-0.015464656465892707,val,CNYAUD_RET
2023-01-31,1.2156422728149872,-0.009937860258817821,val,CNYAUD_RET
2023-02-01,0.00904459331041387,-0.0775595056498454,val,CNYAUD_RET
2023-02-02,-1.1289621862866308,0.02794756710141355,val,CNYAUD_RET
2023-02-03,1.1270213015083423,0.07818456996527612,val,CNYAUD_RET
2023-02-06,1.5668878972822684,-0.10046555856705486,val,CNYAUD_RET
2023-02-07,0.18605187164216483,-0.08048276151749165,val,CNYAUD_RET
2023-02-08,-1.06757152575696,0.02827685399726576,val,CNYAUD_RET
2023-02-09,0.5421717088527394,0.07911960824264774,val,CNYAUD_RET
2023-02-10,-0.00999887219432584,-0.06040576988154804,val,CNYAUD_RET
2023-02-13,-0.04693834215491654,0.00940032619900745,val,CNYAUD_RET
2023-02-14,-1.013809163004466,0.005074555479118725,val,CNYAUD_RET
2023-02-15,-0.31055765314932154,0.06521867534034831,val,CNYAUD_RET
2023-02-16,0.7812394580370117,-0.0033285224975148076,val,CNYAUD_RET
2023-02-17,0.5325454387940356,-0.061719304102287764,val,CNYAUD_RET
2023-02-20,-0.07141263911176397,-0.017416538826659028,val,CNYAUD_RET
2023-02-21,-0.5237043032347456,0.01984120502831066,val,CNYAUD_RET
2023-02-22,0.4159763961171992,0.03413551385847452,val,CNYAUD_RET
2023-02-23,0.4432347104279089,-0.03993242170051153,val,CNYAUD_RET
2023-02-24,-0.18669727430185795,-0.021185041202713223,val,CNYAUD_RET
2023-02-27,0.4066809159577172,0.02410066610310735,val,CNYAUD_RET
2023-02-28,0.05114984664092005,-0.02960993684321249,val,CNYAUD_RET
2023-03-01,0.3484871024241039,0.005203738423106952,val,CNYAUD_RET
2023-03-02,0.5017904695733387,-0.0202787287920847,val,CNYAUD_RET
2023-03-03,-0.2971158577028794,-0.024791955755439576,val,CNYAUD_RET
2023-03-06,-0.1894702628510664,0.03216693697148196,val,CNYAUD_RET
2023-03-07,-0.00769647475137168,0.00705228181481614,val,CNYAUD_RET
2023-03-08,1.6722903724233529,-0.005113936511039974,val,CNYAUD_RET
2023-03-09,0.1140886082061014,-0.11031967797866216,val,CNYAUD_RET
2023-03-10,-0.14568827263872153,0.03131299611757413,val,CNYAUD_RET
2023-03-13,0.18885412860258455,0.017754738128769154,val,CNYAUD_RET
2023-03-14,0.5054154450512063,-0.016067446332943214,val,CNYAUD_RET
2023-03-15,-0.825665927271816,-0.029477217643766984,val,CNYAUD_RET
2023-03-16,0.5501245323225797,0.06647807584042131,val,CNYAUD_RET
2023-03-17,-0.557439610623363,-0.05353441528781855,val,CNYAUD_RET
2023-03-20,-0.5793338372822091,0.046287649052922375,val,CNYAUD_RET
2023-03-21,0.06714132205486882,0.027170927635954863,val,CNYAUD_RET
2023-03-22,0.5053021379269365,-0.019782382639904172,val,CNYAUD_RET
2023-03-23,-0.26496327265969594,-0.033310603076105616,val,CNYAUD_RET
2023-03-24,1.1525621701580309,0.02958460032561816,val,CNYAUD_RET
2023-03-27,-0.3160096289808242,-0.079940350403084,val,CNYAUD_RET
2023-03-28,-0.324970570105721,0.04627655489882743,val,CNYAUD_RET
