Date,Actual,Forecast,Set,Pair,Nonlinear,Hybrid
2023-01-02,0.0423639065857186,0.0192900565654133,val,USDVND_RET,-0.019111559075578644,0.00017849748983465516
2023-01-03,0.0,0.0010341927097929,val,USDVND_RET,-0.01110874656224384,-0.01007455385245094
2023-01-04,-0.4031835700410259,-0.0457896917540236,val,USDVND_RET,-0.0012130335281726372,-0.04700272528219624
2023-01-05,-0.0212652845033182,0.0659821552945644,val,USDVND_RET,0.017628590627458134,0.08361074592202253
2023-01-06,-0.1489837457651526,0.1513713916508854,val,USDVND_RET,0.014661652114728248,0.16603304376561365
2023-01-07,0.0,0.1167431866017331,val,USDVND_RET,0.047600519028109106,0.1643437056298422
2023-01-08,0.0,0.0673253906123473,val,USDVND_RET,0.060691190334211824,0.12801658094655913
2023-01-09,-0.0639181868997254,0.0625841249739381,val,USDVND_RET,0.046096303139030785,0.10868042811296888
2023-01-10,-0.0554288286730707,0.1178209312832769,val,USDVND_RET,0.054131120318330034,0.17195205160160693
2023-01-11,-0.0085302397049085,0.0480945897069671,val,USDVND_RET,0.04197484275181316,0.09006943245878027
2023-01-12,-0.02132878327378,0.0006385849569543241,val,USDVND_RET,0.025726445667788495,0.026365030624742818
2023-01-13,-0.0085327872401325,0.0387907270656918,val,USDVND_RET,0.026241797177702274,0.06503252424339408
2023-01-14,0.0,0.0801366965989057,val,USDVND_RET,0.02745272620710721,0.10758942280601291
2023-01-15,0.0,-0.0117315941740883,val,USDVND_RET,0.015113767840647045,0.0033821736665587444
2023-01-16,-0.0128005461741169,-0.0207583544379612,val,USDVND_RET,0.0026302394540852316,-0.01812811498387597
2023-01-17,-0.0042672128705624,-0.0157961486777075,val,USDVND_RET,0.0045379421463008175,-0.011258206531406682
2023-01-18,-0.0298755897316164,0.0272503970600369,val,USDVND_RET,0.005586843454855131,0.032837240514892035
2023-01-19,0.0426766821089753,0.0264812167558226,val,USDVND_RET,-0.0008348445309735005,0.025646372224849102
2023-01-20,0.0127994539074377,0.0239412670577503,val,USDVND_RET,-0.00743945727212745,0.01650180978562285
2023-01-21,0.0,0.0614734630436179,val,USDVND_RET,-0.00431821403777511,0.05715524900584279
2023-01-22,0.0,0.0157367361757544,val,USDVND_RET,0.004569808739330986,0.020306544915085385
2023-01-23,0.0,0.0257061730165003,val,USDVND_RET,-0.003048779760510054,0.022657393255990248
2023-01-24,0.0,0.0473759101705166,val,USDVND_RET,-0.0008573102357261861,0.04651859993479041
2023-01-25,0.0,0.0400456917216732,val,USDVND_RET,0.006978013361730615,0.04702370508340382
2023-01-26,0.0,0.0567781952677324,val,USDVND_RET,0.0029130814031807133,0.05969127667091312
2023-01-27,0.0,0.0570310090121231,val,USDVND_RET,0.004394765865467112,0.06142577487759021
2023-01-28,0.0,-0.0097541997614792,val,USDVND_RET,0.007685471509090585,-0.002068728252388616
2023-01-29,0.0,0.0145184739733402,val,USDVND_RET,0.0038783158694889663,0.018396789842829168
2023-01-30,0.0852878516517605,0.0306189664791521,val,USDVND_RET,0.0061884455511409244,0.03680741203029302
