Date,Actual,Forecast,Set,Pair,Nonlinear,Hybrid
2023-01-04,0.1400934932407738,-0.0728369823979837,val,USDIDR_RET,-0.1614388261481133,-0.234275808546097
2023-01-05,-0.0758054807405237,0.0493950543228647,val,USDIDR_RET,-0.19537544391064005,-0.14598038958777534
2023-01-06,0.3848625661294456,0.007139022704988,val,USDIDR_RET,-0.5796458187844887,-0.5725067960795007
2023-01-09,-0.1133817644402937,-0.0125289501414544,val,USDIDR_RET,-0.43780998085097034,-0.4503389309924247
2023-01-10,-0.1430286324534819,-0.0089082539315967,val,USDIDR_RET,-0.4187484643865985,-0.42765671831819524
2023-01-11,-0.3285211286258423,0.1071026685331236,val,USDIDR_RET,-0.5216384127081328,-0.4145357441750092
2023-01-12,-0.7426641800542236,0.0700795778019105,val,USDIDR_RET,-0.521436469825944,-0.45135689202403356
2023-01-13,-1.5824563529148967,0.2624504324437291,val,USDIDR_RET,-0.538906737082003,-0.27645630463827386
2023-01-16,-0.3777240493563054,0.4377364202133438,val,USDIDR_RET,0.022784765272107363,0.4605211854854512
2023-01-17,-0.2172403552634189,0.3136463934497444,val,USDIDR_RET,-0.6440734764910514,-0.330427083041307
2023-01-18,0.5290317853656795,0.1566885745470347,val,USDIDR_RET,0.45924466782338413,0.6159332423704188
2023-01-19,-0.4362489567863119,0.0901432920362318,val,USDIDR_RET,-0.18686198144773059,-0.09671868941149879
2023-01-20,0.2976487959986031,0.1557265288427678,val,USDIDR_RET,0.11423850361154046,0.26996503245430825
2023-01-23,-0.5636329130641213,0.1536226331969129,val,USDIDR_RET,0.2870359428603603,0.4406585760572732
2023-01-24,-0.3253207981741371,0.1652190467426195,val,USDIDR_RET,-0.04771727361590188,0.11750177312671761
2023-01-25,-0.3437633756596605,0.3133755823160766,val,USDIDR_RET,-0.03340447654395952,0.2799711057721171
2023-01-26,-0.1123950889891015,0.1582780339723386,val,USDIDR_RET,-0.1885297453668075,-0.03025171139446889
2023-01-27,0.0254327448907241,0.2565200054737959,val,USDIDR_RET,-0.2868695169616129,-0.030349511487817005
2023-01-30,0.1865442558326439,0.0891389374030846,val,USDIDR_RET,-0.1643095430269269,-0.07517060562384231
2023-01-31,0.1641867926373941,0.1497107538273472,val,USDIDR_RET,-0.36567589386740723,-0.21596514004006004
2023-02-01,-0.0286790349330749,0.0409218139074375,val,USDIDR_RET,-0.44482692464161283,-0.40390511073417534
2023-02-02,-0.909351293707064,0.1562663106378463,val,USDIDR_RET,-0.6023076181295912,-0.4460413074917449
2023-02-03,0.1748722533342161,0.2916043390567804,val,USDIDR_RET,-0.6795996497484226,-0.38799531069164217
2023-02-06,1.3204539415985903,0.1753724297831485,val,USDIDR_RET,0.5132489462349445,0.688621376018093
2023-02-07,0.8005656988331463,-0.2375021082864551,val,USDIDR_RET,-0.7566036190470259,-0.994105727333481
2023-02-08,-0.3492935307342385,-0.1257154447582451,val,USDIDR_RET,0.44375335613904976,0.31803791138080467
2023-02-09,-0.1982554178317643,0.0749831484770707,val,USDIDR_RET,-0.7053113621406228,-0.6303282136635522
2023-02-10,0.1520309642731903,0.1333975611215672,val,USDIDR_RET,-0.20707543911237786,-0.07367787799081066
2023-02-13,0.2783453858003911,-0.0117179811331444,val,USDIDR_RET,-0.34453952629133167,-0.35625750742447604
2023-02-14,0.1895148462299434,-0.0040207663667474,val,USDIDR_RET,-0.48882221765949896,-0.4928429840262464
2023-02-15,-0.2105956684883772,-0.0414321823618834,val,USDIDR_RET,-0.6139160628755405,-0.6553482452374239
2023-02-16,0.2040212626479247,0.0838171364127978,val,USDIDR_RET,-0.8392989331652495,-0.7554817967524518
