Date,Actual,Forecast,Set,Pair,Nonlinear,Hybrid
2023-01-04,0.2418567463047332,0.2516630749956581,val,USDPHP_RET,-0.017606370735557802,0.2340567042601003
2023-01-05,0.2769760002563908,-0.1668642075152101,val,USDPHP_RET,-0.029570052470649824,-0.19643425998585995
2023-01-06,-0.228673400940459,0.0243239129819772,val,USDPHP_RET,0.03139753044673473,0.055721443428711936
2023-01-09,-0.7179771507775324,0.1374432370053563,val,USDPHP_RET,-0.03753647695477568,0.0999067600505806
2023-01-10,-1.4735508913019244,-0.0839074374274448,val,USDPHP_RET,0.027160713315779624,-0.056746724111665175
2023-01-11,0.0548273416150875,0.5508989245673045,val,USDPHP_RET,0.373431744512029,0.9243306690793335
2023-01-12,0.5284767024587796,0.01524184951316,val,USDPHP_RET,-0.015257026052203247,-1.5176539043246229e-05
2023-01-13,0.0,-0.4904931772934622,val,USDPHP_RET,0.04409836472302523,-0.44639481257043695
2023-01-16,-0.3550455596522784,-0.0658123000801981,val,USDPHP_RET,0.039936109077810956,-0.025876191002387146
2023-01-17,-0.4570391804197627,0.094646666094183,val,USDPHP_RET,-0.036726338509266515,0.057920327584916484
2023-01-18,0.1373326127820192,0.1506677059382057,val,USDPHP_RET,-0.009716858913690821,0.14095084702451488
2023-01-19,0.0,-0.1376008569084863,val,USDPHP_RET,-0.029863619957772373,-0.16746447686625868
2023-01-20,0.120692143303372,0.0339894500586922,val,USDPHP_RET,-0.010544684545768167,0.023444765512924036
2023-01-23,-0.4873300585799054,-0.0831344168661263,val,USDPHP_RET,-0.01733540057703264,-0.10046981744315894
2023-01-24,-0.3034920517764322,0.0912406940474997,val,USDPHP_RET,-0.025434556210963858,0.06580613783653584
2023-01-25,0.6884234835390814,0.0454281152089627,val,USDPHP_RET,-0.026482805698369603,0.018945309510593096
2023-01-26,-0.1922805007367206,-0.2675169597433405,val,USDPHP_RET,0.06413356755968769,-0.2033833921836528
2023-01-27,-0.3764787208803326,-0.045360950664096,val,USDPHP_RET,-0.018865199199492727,-0.06422614986358872
2023-01-30,0.0735716720939686,0.1016985023892634,val,USDPHP_RET,-0.033529735765903776,0.06816876662335962
2023-01-31,0.4402899746324817,0.1554410476327242,val,USDPHP_RET,-0.031094184690797385,0.12434686294192682
2023-02-01,0.0091470341818021,0.0293945927195679,val,USDPHP_RET,0.00808999966915698,0.03748459238872488
2023-02-02,-0.993288959580076,-0.2330276464132942,val,USDPHP_RET,-0.03043868670191662,-0.26346633311521084
2023-02-03,-0.6398115697678428,0.4027165508271632,val,USDPHP_RET,0.012988130893885067,0.41570468172104824
2023-02-06,-0.3447822931093379,0.3344391920666641,val,USDPHP_RET,0.1389611983504075,0.4734003904170716
2023-02-07,2.261186818339792,0.4517400563960564,val,USDPHP_RET,0.003746521189374713,0.4554865775854311
2023-02-08,0.4915812396102629,-0.7595468418222076,val,USDPHP_RET,0.13565387157774705,-0.6238929702444604
2023-02-09,-0.5463554887261054,-0.2106544807303486,val,USDPHP_RET,0.12965728309163807,-0.08099719763871052
2023-02-10,-0.2468316353164088,0.2665710883480132,val,USDPHP_RET,-0.03302202895934416,0.23354905938866902
2023-02-13,-0.4587164006906042,0.0759312356812919,val,USDPHP_RET,-0.013433784172050512,0.06249745150924139
2023-02-14,0.5227688299491512,0.1088734195318695,val,USDPHP_RET,-0.011371106240460623,0.09750231329140888
2023-02-15,0.4872819298484906,-0.2690217414758354,val,USDPHP_RET,0.02591693597607221,-0.2431048054997632
2023-02-16,0.8339930904026887,-0.0826065490356299,val,USDPHP_RET,0.08006509530271116,-0.0025414537329187387
2023-02-17,-0.3381960806434864,-0.1483988368610807,val,USDPHP_RET,0.10260324648509529,-0.04579559037598542
2023-02-20,0.4067774632700037,0.11398180484731,val,USDPHP_RET,-0.038949460820972205,0.0750323440263378
2023-02-21,-0.8880048585801334,-0.1062240440810053,val,USDPHP_RET,0.009066920225205112,-0.09715712385580019
2023-02-22,0.350703101044763,0.3634529740061447,val,USDPHP_RET,0.015442169078317655,0.3788951430844623
2023-02-23,-0.0054390394752742,0.0568238540263188,val,USDPHP_RET,-0.0298149339024423,0.0270089201238765
2023-02-24,-0.2943079425011384,-0.0847086708501051,val,USDPHP_RET,-0.03418355914286924,-0.11889222999297433
2023-02-27,-0.2605169034228335,0.096447771135795,val,USDPHP_RET,-0.038506740649390865,0.05794103048640414
2023-02-28,0.9260204695590948,0.010994042240252,val,USDPHP_RET,-0.03066655259836903,-0.019672510358117033
2023-03-01,0.207624289770078,-0.283665567198639,val,USDPHP_RET,0.10238204758029494,-0.18128351961834405
2023-03-02,-1.078937399894634,-0.0477906761529246,val,USDPHP_RET,0.040081919990185066,-0.007708756162739534
2023-03-03,0.2185445177168199,0.4101952095607217,val,USDPHP_RET,0.1311656949803652,0.5413609045410869
2023-03-06,0.9775550385588924,-0.0906225958024682,val,USDPHP_RET,-0.03890802269911666,-0.12953061850158487
2023-03-07,-0.8230463356210719,-0.3652050052056873,val,USDPHP_RET,0.11892623074900271,-0.2462787744566846
2023-03-08,0.3535649289200271,0.4456243818216625,val,USDPHP_RET,-0.0194919709455662,0.42613241087609627
2023-03-09,0.2530720627984931,-0.0410181884210456,val,USDPHP_RET,-0.03700604010673478,-0.07802422852778038
2023-03-10,-0.343609392143081,0.0468502309187632,val,USDPHP_RET,0.009226069219633017,0.056076300138396214
2023-03-13,-0.2176260000413711,0.0710646423005199,val,USDPHP_RET,-0.026956159605791022,0.044108482694728876
2023-03-14,0.1632586991017827,0.0254643661429519,val,USDPHP_RET,-0.03673846997352075,-0.011274103830568854
2023-03-15,-0.5653015829914986,0.0837511518778757,val,USDPHP_RET,-0.010518871415742405,0.07323228046213329
2023-03-16,0.2748678110230188,0.3268557556356354,val,USDPHP_RET,0.0003061410390318936,0.3271618966746673
2023-03-17,-0.7664237786507594,-0.1807684270062206,val,USDPHP_RET,-0.03321026396289665,-0.21397869096911723
2023-03-20,0.0640934826926036,0.1747275402780082,val,USDPHP_RET,-0.006418744699493611,0.16830879557851458
2023-03-21,-0.7810730893780112,-0.2085788725117376,val,USDPHP_RET,-0.03876552070405458,-0.24734439321579219
2023-03-22,0.0276703216667067,0.0349014254987106,val,USDPHP_RET,-0.0076965650716271355,0.027204860427083463
2023-03-23,0.2486959753527935,-0.1779930145315179,val,USDPHP_RET,-0.02935581252971565,-0.20734882706123353
2023-03-24,-0.1380841613969486,-0.0715299985423709,val,USDPHP_RET,0.028258458613789065,-0.043271539928581834
2023-03-27,0.0055242176867861,0.1500107859941068,val,USDPHP_RET,-0.034590049902322687,0.11542073609178412
2023-03-28,-0.3747000107032454,-0.1463583331448773,val,USDPHP_RET,-0.03996248585830053,-0.18632081900317785
2023-03-29,0.3765413487854072,-0.0517438676324683,val,USDPHP_RET,-0.03808771077961251,-0.08983157841208081
2023-03-30,-0.0350123138881956,-0.1610377310826696,val,USDPHP_RET,0.028550605199730676,-0.13248712588293893
2023-03-31,0.0700123734455511,-0.103476450953544,val,USDPHP_RET,-0.012089053111873707,-0.11556550406541771
2023-04-03,-0.0589541588944346,-0.025338692318232,val,USDPHP_RET,-0.005756594394270986,-0.031095286712502987
2023-04-04,0.4486281841764732,0.0024193978161934,val,USDPHP_RET,-0.03155079923012874,-0.02913140141393534
2023-04-05,-0.4965465706959006,-0.3440023890205578,val,USDPHP_RET,0.03183103542467285,-0.31217135359588494
2023-04-06,0.4525114478621315,0.1760565766915496,val,USDPHP_RET,-0.03978233925935148,0.1362742374321981
2023-04-07,-0.0403843217545678,-0.1156593982275768,val,USDPHP_RET,0.00705808789918482,-0.10860131032839199
2023-04-10,0.2200846965596681,0.0510222843200735,val,USDPHP_RET,-0.018860046945870408,0.03216223737420309
2023-04-11,0.2031499188165727,0.0983623057685732,val,USDPHP_RET,-0.006347156132628424,0.09201514963594477
2023-04-12,0.5560893240308777,-0.1412340919522339,val,USDPHP_RET,-0.014922552136296952,-0.15615664408853086
2023-04-13,0.2904864926352121,-0.309950531001746,val,USDPHP_RET,0.07177227342268327,-0.23817825757906275
2023-04-14,0.0960405304829418,-0.2744013329597091,val,USDPHP_RET,0.05814972144021232,-0.21625161151949676
2023-04-17,0.2279461303544418,-0.1264041756492468,val,USDPHP_RET,0.01861225021637382,-0.10779192543287298
2023-04-18,1.2409323023397314,0.1847928412167504,val,USDPHP_RET,0.016634056616477405,0.2014268978332278
2023-04-19,0.3741037556530018,-0.4157315674508773,val,USDPHP_RET,0.11792154956269879,-0.2978100178881785
2023-04-20,0.0977411381906265,-0.098820179805385,val,USDPHP_RET,0.0847797580986284,-0.014040421706756609
2023-04-21,-0.6504774439146253,-0.0475672084495064,val,USDPHP_RET,-0.002784714288018841,-0.050351922737525236
2023-04-24,-0.0804936486609159,0.1723090904777989,val,USDPHP_RET,-0.004743460429846675,0.16756563004795225
