Date,Actual,Forecast,Set,Pair
2023-01-04,-0.3194444591438857,-0.047945675017830605,val,USDTHB_RET
2023-01-05,-1.4414047194953907,0.11970509598906197,val,USDTHB_RET
2023-01-06,0.4475346773133,0.5323703516294216,val,USDTHB_RET
2023-01-09,-1.2177326333026648,-0.16239548511152618,val,USDTHB_RET
2023-01-10,-0.6294257216027596,0.45010210925921845,val,USDTHB_RET
2023-01-11,0.09870623308399676,0.23371848972213083,val,USDTHB_RET
2023-01-12,-0.2634296286578672,-0.03409381151444561,val,USDTHB_RET
2023-01-13,-0.7823773622570097,0.09910242835543091,val,USDTHB_RET
2023-01-16,-0.6850847895925508,0.28997523082223364,val,USDTHB_RET
2023-01-17,0.43705607776888256,0.25419030528671727,val,USDTHB_RET
2023-01-18,-0.06058908887260801,-0.15854137894345632,val,USDTHB_RET
2023-01-19,0,0.024496182338760032,val,USDTHB_RET
2023-01-20,-0.3642958793245103,0.0022110687458793722,val,USDTHB_RET
2023-01-23,-0.5092012008245668,0.13620177900782768,val,USDTHB_RET
2023-01-24,-0.00917771039160513,0.18949902459987303,val,USDTHB_RET
2023-01-25,0.1832663118635717,0.005586698292471659,val,USDTHB_RET
2023-01-26,-0.11908663922698656,-0.0651956319261684,val,USDTHB_RET
2023-01-27,0.14959257889780384,0.046012012644337436,val,USDTHB_RET
2023-01-30,-0.04576822131142639,-0.05281018467482791,val,USDTHB_RET
2023-01-31,-0.01526461136859497,0.019044957979859126,val,USDTHB_RET
2023-02-01,0.3200105037480325,0.007825505348739513,val,USDTHB_RET
2023-02-02,-0.4360674495685445,-0.11549115387598885,val,USDTHB_RET
2023-02-03,0.9973904921881964,0.16259989169426572,val,USDTHB_RET
2023-02-06,1.4448788070733032,-0.36463650774774553,val,USDTHB_RET
2023-02-07,0.6510086034511702,-0.529226009162245,val,USDTHB_RET
2023-02-08,-0.7255874563439411,-0.2372346952984587,val,USDTHB_RET
2023-02-09,-0.06269471654749216,0.26908748473213034,val,USDTHB_RET
2023-02-10,0.22373269298511655,0.02527064772175609,val,USDTHB_RET
2023-02-13,-0.693706455540174,-0.08007946524940106,val,USDTHB_RET
2023-02-14,1.3767069856748135,0.2573614175872608,val,USDTHB_RET
2023-02-15,0.17740264597973265,-0.504151910641088,val,USDTHB_RET
2023-02-16,1.2010316672040535,-0.0630389323830081,val,USDTHB_RET
2023-02-17,0.4107337783636612,-0.4395372333050785,val,USDTHB_RET
2023-02-20,0.04940142996543327,-0.14885984315564274,val,USDTHB_RET
2023-02-21,-0.09010720882918402,-0.015959141417623137,val,USDTHB_RET
2023-02-22,0.7648218725161476,0.03535316448720703,val,USDTHB_RET
2023-02-23,0,-0.2790960547723223,val,USDTHB_RET
2023-02-24,0.17877306939672122,0.0022110687458793722,val,USDTHB_RET
2023-02-27,0.6518159854041984,-0.06354298421950536,val,USDTHB_RET
2023-02-28,0.14586941286656932,-0.2375316563333722,val,USDTHB_RET
2023-03-01,0.6296137834721632,-0.05144077675873154,val,USDTHB_RET
2023-03-02,-1.4964694284996167,-0.2293655227724636,val,USDTHB_RET
2023-03-03,0.37981276764401806,0.552623557577083,val,USDTHB_RET
2023-03-06,-0.8276509579238941,-0.1374868674414386,val,USDTHB_RET
2023-03-07,-0.2900048124608615,0.3066271930974214,val,USDTHB_RET
2023-03-08,1.7874386155623676,0.10887697688918771,val,USDTHB_RET
2023-03-09,-0.0313896086429815,-0.6552220323172578,val,USDTHB_RET
2023-03-10,-0.12277964515935344,0.013756398231122065,val,USDTHB_RET
2023-03-13,-1.192802590867004,0.047370327453708755,val,USDTHB_RET
2023-03-14,-0.18811561046917255,0.4409326558495104,val,USDTHB_RET
2023-03-15,0.06370901447241391,0.07140137719751975,val,USDTHB_RET
2023-03-16,0.05210140515080361,-0.021221576484903897,val,USDTHB_RET
2023-03-17,-0.3768697458192508,-0.016952212196925436,val,USDTHB_RET
2023-03-20,-1.0863372035759438,0.14082653980801343,val,USDTHB_RET
2023-03-21,-0.06461468134297804,0.4017739014658652,val,USDTHB_RET
2023-03-22,1.101558028091449,0.02597682492887165,val,USDTHB_RET
