Pair,Parameter,Estimate,Std. Error,t-value,P-value,ModelGroup,Equation
,HKDPHP_RET.l1,-0.7555953026011514,0.3408382759010118,-2.2168733854897087,0.0266982538047427,varx,JPYPHP_RET
,SGDPHP_RET.l1,-0.3071847924969107,0.0402292717850584,-7.635852673102628,2.9031267687584515e-14,varx,JPYPHP_RET
,const,-0.0048674846899781,0.0228690463172218,-0.2128416123025024,0.8314633788174115,varx,JPYPHP_RET
,trend,-9.560935735645158e-07,1.171430904095506e-05,-0.0816175815596005,0.9349556666715556,varx,JPYPHP_RET
,DXY_lr_lag1,-0.3793939388153423,0.0295168653207486,-12.853463086022568,5.985781422944931e-37,varx,JPYPHP_RET
,PSEI_lr_lag1,-0.0298190056807163,0.0112251592161115,-2.656443895950898,0.0079341819000765,varx,JPYPHP_RET
,VIX_diff_lag1,0.094555830557988,0.0070642046056721,13.385205530721134,7.553640164559608e-40,varx,JPYPHP_RET
,DFF_diff_lag1,0.9103387387684831,0.2956815008929344,3.078781513281464,0.0020952240999586,varx,JPYPHP_RET
,BSP_RRP_diff_lag1,0.0595285422520366,0.3053541156263336,0.1949492055475767,0.8454444643977698,varx,JPYPHP_RET
,CrudeOil_lr_lag1,-2.2435621593131274,0.4461864357460734,-5.028306509501217,5.206533204305156e-07,varx,JPYPHP_RET
,USDPHP_RET.l1,-0.1420123608041417,0.2084781414731085,-0.6811858538294759,0.4958007013544054,varx,HKDPHP_RET
,CNYPHP_RET.l1,0.1574068782383983,0.0325337817890638,4.838259482373186,1.3685503137661275e-06,varx,HKDPHP_RET
,JPYPHP_RET.l1,0.0051710824367317,0.0131543498015418,0.393108174462992,0.6942644521114223,varx,HKDPHP_RET
,HKDPHP_RET.l1,-0.102916214759692,0.2128860892422175,-0.483433253558414,0.6288195489185304,varx,HKDPHP_RET
,SGDPHP_RET.l1,-0.2261643782233249,0.0251270263609438,-9.000841363977043,3.6601309023386266e-19,varx,HKDPHP_RET
,const,-0.0060492574162731,0.0142839058268984,-0.4235016311071983,0.6719563349189634,varx,HKDPHP_RET
,trend,7.45291228930503e-06,7.316705945983431e-06,1.0186158011989497,0.3084585195172418,varx,HKDPHP_RET
,DXY_lr_lag1,0.1705260839327047,0.0184361043612612,9.249572501391432,3.892755265425504e-20,varx,HKDPHP_RET
,PSEI_lr_lag1,-0.037031848993375,0.007011185115058,-5.281824454162702,1.3601452235369166e-07,varx,HKDPHP_RET
,VIX_diff_lag1,0.0331298299928886,0.0044122711515685,7.508566190704561,7.61020861675351e-14,varx,HKDPHP_RET
,DFF_diff_lag1,0.2455530929861534,0.1846813660231262,1.3296040541275005,0.1837387524972767,varx,HKDPHP_RET
,BSP_RRP_diff_lag1,0.2617420665581135,0.1907228386772657,1.3723687649229257,0.1700399997910122,varx,HKDPHP_RET
,CrudeOil_lr_lag1,-0.3619251496176924,0.2786860869067774,-1.2986839552516276,0.1941412678808702,varx,HKDPHP_RET
,USDPHP_RET.l1,-0.0295722146747833,0.220169891268282,-0.1343154347964359,0.8931611692419206,varx,SGDPHP_RET
,CNYPHP_RET.l1,0.1546413059979624,0.0343583224045968,4.500839830796656,6.997492786694572e-06,varx,SGDPHP_RET
,JPYPHP_RET.l1,0.056759696728438,0.0138920643912397,4.085764011015562,4.495532904343564e-05,varx,SGDPHP_RET
