Date,Actual,Forecast,Set,Pair,Nonlinear,Hybrid
2023-01-04,1.2331112219669789,0.0,val,USDEUR_RET,-0.022415464950158816,-0.022415464950158816
2023-01-05,-0.5626625791562057,0.0,val,USDEUR_RET,0.030122278754614144,0.030122278754614144
2023-01-06,0.7965313943903781,0.0,val,USDEUR_RET,0.02530137007708976,0.02530137007708976
2023-01-09,-1.2664467644546156,0.0,val,USDEUR_RET,0.007866603150128548,0.007866603150128548
2023-01-10,-0.7186750031592477,0.0,val,USDEUR_RET,0.05551480381071353,0.05551480381071353
2023-01-11,-0.0536749474138276,0.0,val,USDEUR_RET,0.03679776327199623,0.03679776327199623
2023-01-12,-0.2516124555281878,0.0,val,USDEUR_RET,-0.007030027883813668,-0.007030027883813668
2023-01-13,-0.8715256660277498,0.0,val,USDEUR_RET,0.00648659531747489,0.00648659531747489
2023-01-16,0.3285220169886553,0.0,val,USDEUR_RET,0.04337543584298147,0.04337543584298147
2023-01-17,-0.0508881770290067,0.0,val,USDEUR_RET,-0.020851653424569676,-0.020851653424569676
2023-01-18,0.3405693577534288,0.0,val,USDEUR_RET,-0.007220328982372187,-0.007220328982372187
2023-01-19,-0.0421047314192603,0.0,val,USDEUR_RET,-0.020204181514358655,-0.020204181514358655
2023-01-20,-0.3331202612123108,0.0,val,USDEUR_RET,-0.007820126998660023,-0.007820126998660023
2023-01-23,-0.2875225962125917,0.0,val,USDEUR_RET,0.01205254543926606,0.01205254543926606
2023-01-24,-0.0847759459943247,0.0,val,USDEUR_RET,0.008938802811447885,0.008938802811447885
2023-01-25,-0.1273139780144961,0.0,val,USDEUR_RET,-0.004906223845856829,-0.004906223845856829
2023-01-26,-0.3107944369396772,0.0,val,USDEUR_RET,-0.0020014153736352025,-0.0020014153736352025
2023-01-27,0.2530794507139402,0.0,val,USDEUR_RET,0.010527974592506598,0.010527974592506598
2023-01-30,0.2111230865447662,0.0,val,USDEUR_RET,-0.024793009753669767,-0.024793009753669767
2023-01-31,0.1911550775081064,0.0,val,USDEUR_RET,-0.02487989524704185,-0.02487989524704185
2023-02-01,-0.0944487935914255,0.0,val,USDEUR_RET,-0.02441421852215631,-0.02441421852215631
2023-02-02,-1.38894263000721,0.0,val,USDEUR_RET,-0.004245690945856937,-0.004245690945856937
2023-02-03,0.9830096693875504,0.0,val,USDEUR_RET,0.05823452246887192,0.05823452246887192
2023-02-06,1.05332246600652,0.0,val,USDEUR_RET,0.0165775757912877,0.0165775757912877
2023-02-07,0.5584813467052083,0.0,val,USDEUR_RET,0.020356988864095683,0.020356988864095683
2023-02-08,0.0096542860244335,0.0,val,USDEUR_RET,-0.010390298899702555,-0.010390298899702555
2023-02-09,0.1297511269827927,0.0,val,USDEUR_RET,-0.011354611911196801,-0.011354611911196801
2023-02-10,-0.2467728852956972,0.0,val,USDEUR_RET,-0.020566303656321075,-0.020566303656321075
2023-02-13,0.602971350483075,0.0,val,USDEUR_RET,0.006156114005913967,0.006156114005913967
2023-02-14,-0.492382183256186,0.0,val,USDEUR_RET,-0.008511531555928833,-0.008511531555928833
2023-02-15,-0.0493805176462392,0.0,val,USDEUR_RET,0.021599005173883263,0.021599005173883263
2023-02-16,0.4103335609945316,0.0,val,USDEUR_RET,-0.007323283010574799,-0.007323283010574799
2023-02-17,0.2434810661518563,0.0,val,USDEUR_RET,-0.016776993988837422,-0.016776993988837422
2023-02-20,-0.175065750186552,0.0,val,USDEUR_RET,-0.02509393166085186,-0.02509393166085186
2023-02-21,0.0170832470613365,0.0,val,USDEUR_RET,0.0012594254735202777,0.0012594254735202777
2023-02-22,0.286956780841553,0.0,val,USDEUR_RET,-0.011861915797506643,-0.011861915797506643
2023-02-23,0.4347163411922564,0.0,val,USDEUR_RET,-0.023085534193114904,-0.023085534193114904
2023-02-24,0.0731542253157204,0.0,val,USDEUR_RET,-0.01572584508505025,-0.01572584508505025
2023-02-27,0.4093047633147144,0.0,val,USDEUR_RET,-0.015982111989430756,-0.015982111989430756
2023-02-28,-0.5333744882631626,0.0,val,USDEUR_RET,-0.01682134576269533,-0.01682134576269533
2023-03-01,0.3199469102332866,0.0,val,USDEUR_RET,0.02375847609626218,0.02375847609626218
2023-03-02,-0.8625932198623546,0.0,val,USDEUR_RET,-0.021312513697352466,-0.021312513697352466
2023-03-03,0.6508235473883935,0.0,val,USDEUR_RET,0.04306825336013897,0.04306825336013897
2023-03-06,-0.2494047549252197,0.0,val,USDEUR_RET,-0.004687542622565162,-0.004687542622565162
2023-03-07,-0.5829571489454999,0.0,val,USDEUR_RET,0.00633583734605344,0.00633583734605344
2023-03-08,1.295549318169399,0.0,val,USDEUR_RET,0.02676956530677657,0.02676956530677657
2023-03-09,0.0116043932532563,0.0,val,USDEUR_RET,0.03184500311992149,0.03184500311992149
