Pair,Model_A,Model_B,Loss,Set,DM_stat_full,p_value_full,n_obs_full,A_better_than_B_5pct_full,DM_stat_trim,p_value_trim,n_obs_trim,A_better_than_B_5pct_trim,same_significance
USDPHP_RET,hybrid_var_mlp,baseline_ar1,mse,test,-2.116360934784503,0.03489899774560801,423,True,-1.5624670768341442,0.11894575380812689,413,False,False
USDPHP_RET,hybrid_var_mlp,baseline_mean,mse,test,-2.304782941954464,0.021663323850744876,423,True,-1.4998005922211932,0.13443380178313724,412,False,False
USDPHP_RET,hybrid_var_mlp,baseline_rw,mse,test,-2.297024077441531,0.02210623655182653,423,True,-1.5013050757511843,0.134044514738751,412,False,False
USDPHP_RET,hybrid_var_svr,baseline_ar1,mse,test,-1.8538634819923998,0.06445628748021015,423,False,-1.0011354182424577,0.31734896070665863,413,False,True
USDPHP_RET,hybrid_var_svr,baseline_mean,mse,test,-2.1386587330986613,0.03303682516614237,423,True,-0.8239867449892969,0.41042615375927727,411,False,False
USDPHP_RET,hybrid_var_svr,baseline_rw,mse,test,-2.132383994562698,0.03355201828739962,423,True,-0.8329953757876202,0.4053323094551864,411,False,False
USDPHP_RET,hybrid_varx_mlp,baseline_ar1,mse,test,-3.122070854686998,0.0019193916082242968,423,True,-3.536489464051393,0.00045155795076334826,413,True,True
USDPHP_RET,hybrid_varx_mlp,baseline_mean,mse,test,-2.903342816960327,0.003885747069522827,423,True,-3.269383817088602,0.0011685383886297362,412,True,True
USDPHP_RET,hybrid_varx_mlp,baseline_rw,mse,test,-2.893020003564783,0.004013159180397352,423,True,-3.265168477884193,0.0011856176483044933,412,True,True
USDPHP_RET,hybrid_varx_svr,baseline_ar1,mse,test,-2.5442793538981054,0.011305763538413949,423,True,-2.6291977428578357,0.008879676825763294,412,True,True
USDPHP_RET,hybrid_varx_svr,baseline_mean,mse,test,-2.5888439126987968,0.009962523511807708,423,True,-2.446296845950316,0.014853513578868771,410,True,True
USDPHP_RET,hybrid_varx_svr,baseline_rw,mse,test,-2.5813321336951165,0.010178429110651921,423,True,-2.445442103210966,0.014888245636327069,410,True,True
USDPHP_RET,var,baseline_ar1,mse,test,-1.8967789896477185,0.05853967972842078,423,False,-1.0345668460022903,0.3014766408074312,414,False,True
USDPHP_RET,var,baseline_mean,mse,test,-2.620504365863715,0.009096842813585582,423,True,-1.4710242456732963,0.14204789334353896,413,False,False
USDPHP_RET,var,baseline_rw,mse,test,-2.6035722222873807,0.009551046276094599,423,True,-1.4687184152229353,0.1426722644095706,413,False,False
USDPHP_RET,varx,baseline_ar1,mse,test,-4.203891708247703,3.204930201428091e-05,423,True,-4.1292191631821025,4.406481154939357e-05,414,True,True
USDPHP_RET,varx,baseline_mean,mse,test,-3.5612373375260202,0.0004111532777171245,423,True,-3.5025830254369197,0.0005112013393164805,413,True,True
USDPHP_RET,varx,baseline_rw,mse,test,-3.538720998347244,0.00044674850167303326,423,True,-3.4974790434394674,0.0005207933061071035,413,True,True
