Pair,Model_A,Model_B,Loss,Set,DM_stat_full,p_value_full,n_obs_full,A_better_than_B_5pct_full,DM_stat_trim,p_value_trim,n_obs_trim,A_better_than_B_5pct_trim,same_significance
USDPHP_RET,arima,baseline_mean,mse,test,-2.6665785702171623,0.007957292037940045,423,True,-1.6717256428199065,0.09533770266231834,413,False,False
USDPHP_RET,arima,baseline_rw,mse,test,-2.648251278435653,0.00839425078775835,423,True,-1.6666364901537118,0.09634669462293077,413,False,False
USDPHP_RET,arimax,baseline_ar1,mse,test,-5.007418711040013,8.121292893736864e-07,423,True,-5.4735125260554875,7.669601531645753e-08,414,True,True
USDPHP_RET,arimax,baseline_mean,mse,test,-3.7520727040030373,0.0001999059488768662,423,True,-4.291850586783488,2.21100654869133e-05,413,True,True
USDPHP_RET,arimax,baseline_rw,mse,test,-3.728767184689445,0.00021867332367775383,423,True,-4.282364103936821,2.3032161843961063e-05,413,True,True
USDPHP_RET,hybrid_arima_mlp,baseline_ar1,mse,test,-2.159019589739105,0.031411617208731535,423,True,-2.15128873000587,0.032034196493819334,413,True,True
USDPHP_RET,hybrid_arima_mlp,baseline_mean,mse,test,-2.3279747134753204,0.020385319735254592,423,True,-1.8527470081700914,0.0646370286568434,411,False,False
USDPHP_RET,hybrid_arima_mlp,baseline_rw,mse,test,-2.3200756970003966,0.020812989559553463,423,True,-1.8558643260863625,0.06419023507864674,411,False,False
USDPHP_RET,hybrid_arima_svr,baseline_ar1,mse,test,-2.0172861036027316,0.044298301635260495,423,True,-1.5281130946027814,0.12725367197892834,412,False,False
USDPHP_RET,hybrid_arima_svr,baseline_mean,mse,test,-2.2374233592511543,0.025779971187176454,423,True,-1.3090022134429469,0.19126856838179318,410,False,False
USDPHP_RET,hybrid_arima_svr,baseline_rw,mse,test,-2.2307695759829227,0.026221275522560594,423,True,-1.314048001167222,0.18956656169058905,410,False,False
USDPHP_RET,hybrid_arimax_mlp,baseline_ar1,mse,test,-3.1982334384155573,0.001486918435006146,423,True,-4.155335920669373,3.9500779885459636e-05,414,True,True
USDPHP_RET,hybrid_arimax_mlp,baseline_mean,mse,test,-2.953966160366665,0.003312682785426846,423,True,-3.7870163456297283,0.00017521002117470985,412,True,True
USDPHP_RET,hybrid_arimax_mlp,baseline_rw,mse,test,-2.94343805583478,0.0034250773926642886,423,True,-3.7757804592531223,0.00018302079640353242,412,True,True
USDPHP_RET,hybrid_arimax_svr,baseline_ar1,mse,test,-2.881210063985795,0.004163587185121109,423,True,-3.621311347860374,0.00032965506557891544,413,True,True
USDPHP_RET,hybrid_arimax_svr,baseline_mean,mse,test,-2.797195077285732,0.00539067156143247,423,True,-3.881322415525017,0.00012103295830900862,411,True,True
USDPHP_RET,hybrid_arimax_svr,baseline_rw,mse,test,-2.7886818017855632,0.005531736017601263,423,True,-3.8702513188132417,0.00012645909490283103,411,True,True
