Date,Actual,Forecast,Set,Pair,Model,Error,SE,AE,abs_error,cum_abs_error
2024-09-24,0.5539153300574515,-0.0379487467427385,test,USDPHP_RET,hybrid_arima_mlp,0.59186407680019,0.35030308540654126,0.59186407680019,0.59186407680019,9.921019103132494
2024-09-25,-0.1144743654388963,-0.08901739985208,test,USDPHP_RET,hybrid_arima_mlp,-0.025456965586816302,0.0006480570968883495,0.025456965586816302,0.025456965586816302,9.94647606871931
2024-09-26,-0.2347281010505513,-0.0182663182395106,test,USDPHP_RET,hybrid_arima_mlp,-0.2164617828110407,0.04685570341773415,0.2164617828110407,0.2164617828110407,10.16293785153035
2024-09-27,-0.0430601103813511,0.0128439046620526,test,USDPHP_RET,hybrid_arima_mlp,-0.0559040150434037,0.003125258897973107,0.0559040150434037,0.0559040150434037,10.218841866573754
2024-09-30,0.5904965086989622,-0.001015473251249,test,USDPHP_RET,hybrid_arima_mlp,0.5915119819502112,0.34988642479066695,0.5915119819502112,0.5915119819502112,10.810353848523965
2024-10-01,0.1942824449192679,-0.083315825705111,test,USDPHP_RET,hybrid_arima_mlp,0.2775982706243789,0.07706079985364592,0.2775982706243789,0.2775982706243789,11.087952119148344
2024-10-02,0.2063453551884649,-0.0557841712768652,test,USDPHP_RET,hybrid_arima_mlp,0.2621295264653301,0.0687118886449382,0.2621295264653301,0.2621295264653301,11.350081645613674
2024-10-03,-0.0533284653094961,-0.0495084304464855,test,USDPHP_RET,hybrid_arima_mlp,-0.0038200348630106004,1.4592666354616417e-05,0.0038200348630106004,0.0038200348630106004,11.353901680476685
2024-10-04,-0.02311670589096,-0.0156641389055513,test,USDPHP_RET,hybrid_arima_mlp,-0.0074525669854087,5.5540754672003715e-05,0.0074525669854087,0.0074525669854087,11.361354247462094
2024-10-07,0.1474942918300034,-0.0107931317931491,test,USDPHP_RET,hybrid_arima_mlp,0.1582874236231525,0.02505490847725534,0.1582874236231525,0.1582874236231525,11.519641671085246
2024-10-08,0.8416963802862588,-0.0291686061713354,test,USDPHP_RET,hybrid_arima_mlp,0.8708649864575942,0.7584058246377858,0.8708649864575942,0.8708649864575942,12.39050665754284
2024-10-09,0.0704105131044361,-0.1278790169608729,test,USDPHP_RET,hybrid_arima_mlp,0.198289530065309,0.039318737733521084,0.198289530065309,0.198289530065309,12.58879618760815
2024-10-10,0.4266720400910849,-0.0506715622818216,test,USDPHP_RET,hybrid_arima_mlp,0.4773436023729065,0.22785691472634348,0.4773436023729065,0.4773436023729065,13.066139789981056
2024-10-11,0.4579978694611853,-0.0772473708730981,test,USDPHP_RET,hybrid_arima_mlp,0.5352452403342834,0.28648746730050484,0.5352452403342834,0.5352452403342834,13.601385030315338
2024-10-14,-0.1990231185099602,-0.0871968908429766,test,USDPHP_RET,hybrid_arima_mlp,-0.11182622766698361,0.01250510519422805,0.11182622766698361,0.11182622766698361,13.713211257982323
2024-10-15,0.3314876957313408,-0.0083210752741929,test,USDPHP_RET,hybrid_arima_mlp,0.3398087710055337,0.11547000085229124,0.3398087710055337,0.3398087710055337,14.053020028987856
2024-10-16,0.4847896026807013,-0.0523628126380841,test,USDPHP_RET,hybrid_arima_mlp,0.5371524153187854,0.28853271728280494,0.5371524153187854,0.5371524153187854,14.590172444306642
2024-10-17,0.1576119429477983,-0.084373412252714,test,USDPHP_RET,hybrid_arima_mlp,0.2419853552005123,0.0585569121315181,0.2419853552005123,0.2419853552005123,14.832157799507154
2024-10-18,-0.1593509907570059,-0.0511612266238897,test,USDPHP_RET,hybrid_arima_mlp,-0.1081897641331162,0.011705025063179319,0.1081897641331162,0.1081897641331162,14.94034756364027
2024-10-21,-0.3125007924123287,-0.0041611361205224,test,USDPHP_RET,hybrid_arima_mlp,-0.3083396562918063,0.09507334364214926,0.3083396562918063,0.3083396562918063,15.248687219932076
2024-10-22,0.1997684776801295,0.0431173277407948,test,USDPHP_RET,hybrid_arima_mlp,0.1566511499393347,0.024539582777315924,0.1566511499393347,0.1566511499393347,15.405338369871412
2024-10-23,0.1751207424138676,-0.0249981778043787,test,USDPHP_RET,hybrid_arima_mlp,0.2001189202182463,0.04004758222931682,0.2001189202182463,0.2001189202182463,15.605457290089658
2024-10-24,0.5769273508495163,-0.0368057407108169,test,USDPHP_RET,hybrid_arima_mlp,0.6137330915603332,0.3766683076762043,0.6137330915603332,0.6137330915603332,16.21919038164999
2024-10-25,-0.2897805994305101,-0.091394736498126,test,USDPHP_RET,hybrid_arima_mlp,-0.19838586293238408,0.03935695061142668,0.19838586293238408,0.19838586293238408,16.417576244582374
2024-10-28,1.138731245073953,0.0007445274769593,test,USDPHP_RET,hybrid_arima_mlp,1.1379867175969938,1.29501376942718,1.1379867175969938,1.1379867175969938,17.55556296217937
2024-10-29,-0.68718360337174,-0.1784697449020527,test,USDPHP_RET,hybrid_arima_mlp,-0.5087138584696873,0.25878978979911704,0.5087138584696873,0.5087138584696873,18.064276820649056
2024-10-30,0.0103177929512578,0.0630692901624467,test,USDPHP_RET,hybrid_arima_mlp,-0.052751497211188894,0.0027827204580220697,0.052751497211188894,0.052751497211188894,18.117028317860246
2024-10-31,0.0120349867374987,-0.0019387735960698,test,USDPHP_RET,hybrid_arima_mlp,0.013973760333568501,0.00019526597786001247,0.013973760333568501,0.013973760333568501,18.131002078193813
2024-11-01,0.0824875641038064,-0.011013915776089,test,USDPHP_RET,hybrid_arima_mlp,0.09350147987989539,0.008742526739730482,0.09350147987989539,0.09350147987989539,18.22450355807371
2024-11-04,0.1115904271425702,-0.0213610373115355,test,USDPHP_RET,hybrid_arima_mlp,0.1329514644541057,0.01767609190049133,0.1329514644541057,0.1329514644541057,18.357455022527816
2024-11-05,0.1885671460916461,-0.0278831841630886,test,USDPHP_RET,hybrid_arima_mlp,0.2164503302547347,0.04685074546738372,0.2164503302547347,0.2164503302547347,18.57390535278255
2024-11-06,-0.1233824677180752,-0.0392849935015593,test,USDPHP_RET,hybrid_arima_mlp,-0.08409747421651591,0.007072385169597558,0.08409747421651591,0.08409747421651591,18.658002826999066
2024-11-07,0.778874348310879,-0.0055254883621955,test,USDPHP_RET,hybrid_arima_mlp,0.7843998366730744,0.6152831037727459,0.7843998366730744,0.7843998366730744,19.44240266367214
2024-11-08,-1.0054760514850207,-0.1091862363855092,test,USDPHP_RET,hybrid_arima_mlp,-0.8962898150995116,0.8033354326511166,0.8962898150995116,0.8962898150995116,20.33869247877165
2024-11-11,0.2420312043651831,0.2068315962150775,test,USDPHP_RET,hybrid_arima_mlp,0.035199608150105616,0.0012390124139209817,0.035199608150105616,0.035199608150105616,20.373892086921757
2024-11-12,0.5010814884581942,-0.0154086408556434,test,USDPHP_RET,hybrid_arima_mlp,0.5164901293138376,0.2667620536786247,0.5164901293138376,0.5164901293138376,20.890382216235594
2024-11-13,0.274272626152886,-0.0769874286510985,test,USDPHP_RET,hybrid_arima_mlp,0.3512600548039845,0.12338362610089817,0.3512600548039845,0.3512600548039845,21.241642271039577
2024-11-14,-0.2401596153326326,-0.0646337041236796,test,USDPHP_RET,hybrid_arima_mlp,-0.175525911208953,0.030809345505733252,0.175525911208953,0.175525911208953,21.41716818224853
2024-11-15,0.2758789103312756,0.0018749298843162,test,USDPHP_RET,hybrid_arima_mlp,0.2740039804469594,0.0750781813007777,0.2740039804469594,0.2740039804469594,21.69117216269549
2024-11-18,-0.3543503802704716,-0.0415139158013789,test,USDPHP_RET,hybrid_arima_mlp,-0.3128364644690927,0.09786665350152189,0.3128364644690927,0.3128364644690927,22.004008627164584
2024-11-19,-0.0922035567466914,0.0281323826725604,test,USDPHP_RET,hybrid_arima_mlp,-0.1203359394192518,0.01448073831591384,0.1203359394192518,0.1203359394192518,22.124344566583837
2024-11-20,0.5162557841688852,0.006556636530067,test,USDPHP_RET,hybrid_arima_mlp,0.5096991476388182,0.25979322110373776,0.5096991476388182,0.5096991476388182,22.634043714222653
2024-11-21,0.2342486323936026,-0.0725188925783124,test,USDPHP_RET,hybrid_arima_mlp,0.306767524971915,0.0941063143773945,0.306767524971915,0.306767524971915,22.94081123919457
2024-11-22,-0.2019628202949712,-0.0578006122130217,test,USDPHP_RET,hybrid_arima_mlp,-0.14416220808194952,0.02078274223906331,0.14416220808194952,0.14416220808194952,23.084973447276518
2024-11-25,-0.0883781042578844,-0.0008779616169105,test,USDPHP_RET,hybrid_arima_mlp,-0.08750014264097389,0.007656274962190777,0.08750014264097389,0.08750014264097389,23.17247358991749
2024-11-26,0.2225043850373652,0.0005187957941682,test,USDPHP_RET,hybrid_arima_mlp,0.221985589243197,0.04927760183164938,0.221985589243197,0.221985589243197,23.394459179160688
2024-11-27,0.0050869101193696,-0.0350845214326826,test,USDPHP_RET,hybrid_arima_mlp,0.040171431552052196,0.0016137439129412148,0.040171431552052196,0.040171431552052196,23.43463061071274
2024-11-28,-0.4693423874421119,-0.0188941121949225,test,USDPHP_RET,hybrid_arima_mlp,-0.4504482752471894,0.20290364867316768,0.4504482752471894,0.4504482752471894,23.88507888595993
2024-11-29,-0.0153398124779361,0.0871955282529466,test,USDPHP_RET,hybrid_arima_mlp,-0.1025353407308827,0.010513496098798213,0.1025353407308827,0.1025353407308827,23.987614226690813
2024-12-02,-0.1740397493131388,0.002947627612143,test,USDPHP_RET,hybrid_arima_mlp,-0.1769873769252818,0.03132453159089177,0.1769873769252818,0.1769873769252818,24.164601603616095
2024-12-03,0.0716989643352913,0.0111479791300388,test,USDPHP_RET,hybrid_arima_mlp,0.0605509852052525,0.003666421809326707,0.0605509852052525,0.0605509852052525,24.22515258882135
2024-12-04,-0.4858288332290972,-0.0141527866354708,test,USDPHP_RET,hybrid_arima_mlp,-0.4716760465936264,0.2224782929301928,0.4716760465936264,0.4716760465936264,24.696828635414974
2024-12-05,-0.2506781845228163,0.0969855502658133,test,USDPHP_RET,hybrid_arima_mlp,-0.3476637347886296,0.12087007248717858,0.3476637347886296,0.3476637347886296,25.044492370203603
2024-12-06,-0.8823522822580384,0.0607298818139084,test,USDPHP_RET,hybrid_arima_mlp,-0.9430821640719468,0.8894039681906264,0.9430821640719468,0.9430821640719468,25.987574534275552
2024-12-09,0.3583718380967556,0.2754340941537666,test,USDPHP_RET,hybrid_arima_mlp,0.08293774394298903,0.006878669370352813,0.08293774394298903,0.08293774394298903,26.07051227821854
2024-12-10,0.3278102028997451,-0.0227877738009678,test,USDPHP_RET,hybrid_arima_mlp,0.3505979767007129,0.12291894126663364,0.3505979767007129,0.3505979767007129,26.421110254919252
2024-12-11,-0.0051713794843869,-0.0565931616159982,test,USDPHP_RET,hybrid_arima_mlp,0.0514217821316113,0.002644199677590899,0.0514217821316113,0.0514217821316113,26.472532037050865
2024-12-12,0.5719850238631755,-0.0226464840091554,test,USDPHP_RET,hybrid_arima_mlp,0.5946315078723309,0.3535866301545219,0.5946315078723309,0.5946315078723309,27.067163544923194
2024-12-13,-0.1937286232118216,-0.0872296530504322,test,USDPHP_RET,hybrid_arima_mlp,-0.1064989701613894,0.01134203064543651,0.1064989701613894,0.1064989701613894,27.173662515084583
2024-12-16,0.4793523958132283,-0.0089225926888738,test,USDPHP_RET,hybrid_arima_mlp,0.4882749885021021,0.23841246439672795,0.4882749885021021,0.4882749885021021,27.661937503586685
2024-12-17,0.0819454038639186,-0.0725878639625819,test,USDPHP_RET,hybrid_arima_mlp,0.1545332678265005,0.02388053086513694,0.1545332678265005,0.1545332678265005,27.816470771413186
2024-12-18,0.5361072161027085,-0.0373696133498368,test,USDPHP_RET,hybrid_arima_mlp,0.5734768294525453,0.32887567391894373,0.5734768294525453,0.5734768294525453,28.38994760086573
2024-12-19,0.7794352361648517,-0.0868077619751083,test,USDPHP_RET,hybrid_arima_mlp,0.86624299813996,0.7503769318265067,0.86624299813996,0.86624299813996,29.25619059900569
2024-12-20,-0.9170182205430308,-0.1372500339676605,test,USDPHP_RET,hybrid_arima_mlp,-0.7797681865753703,0.6080384247950414,0.7797681865753703,0.7797681865753703,30.035958785581062
2024-12-23,-0.176925112127003,0.1602584934840795,test,USDPHP_RET,hybrid_arima_mlp,-0.3371836056110825,0.11369278389289003,0.3371836056110825,0.3371836056110825,30.373142391192143
2024-12-24,-0.4727664360051928,0.0516882678463143,test,USDPHP_RET,hybrid_arima_mlp,-0.524454703851507,0.275052736391972,0.524454703851507,0.524454703851507,30.89759709504365
2024-12-25,-2.3383834218589623,0.1275700882724554,test,USDPHP_RET,hybrid_arima_mlp,-2.465953510131418,6.08092671412946,2.465953510131418,2.465953510131418,33.36355060517507
2024-12-26,1.5603847385008194,1.9728635124126117,test,USDPHP_RET,hybrid_arima_mlp,-0.41247877391179233,0.17013873892777548,0.41247877391179233,0.41247877391179233,33.776029379086864
2024-12-27,-0.0551902190022609,-0.1286815575939138,test,USDPHP_RET,hybrid_arima_mlp,0.07349133859165291,0.005400976847992973,0.07349133859165291,0.07349133859165291,33.849520717678516
2024-12-30,-0.1035547727566529,-0.034292550404952,test,USDPHP_RET,hybrid_arima_mlp,-0.0692622223517009,0.0047972554450964565,0.0692622223517009,0.0692622223517009,33.91878294003022
2024-12-31,0.2104536537961489,-0.0065335896119596,test,USDPHP_RET,hybrid_arima_mlp,0.2169872434081085,0.04708346380184972,0.2169872434081085,0.2169872434081085,34.135770183438325
2025-01-02,-1.4126524549616364,-0.0357048565336056,test,USDPHP_RET,hybrid_arima_mlp,-1.3769475984280308,1.8959846888167216,1.3769475984280308,1.3769475984280308,35.51271778186636
2025-01-03,1.4798390226993907,0.6721649116838564,test,USDPHP_RET,hybrid_arima_mlp,0.8076741110155343,0.6523374696047337,0.8076741110155343,0.8076741110155343,36.32039189288189
2025-01-06,0.1342313054451887,-0.1804060479275476,test,USDPHP_RET,hybrid_arima_mlp,0.3146373533727363,0.09899666413740013,0.3146373533727363,0.3146373533727363,36.635029246254625
2025-01-07,-0.3790710906631644,-0.067813906527694,test,USDPHP_RET,hybrid_arima_mlp,-0.31125718413547043,0.09688103467594214,0.31125718413547043,0.31125718413547043,36.946286430390096
2025-01-08,0.2741080755465921,0.0218910033041343,test,USDPHP_RET,hybrid_arima_mlp,0.2522170722424578,0.06361345153055718,0.2522170722424578,0.2522170722424578,37.198503502632555
2025-01-09,0.9697036651802302,-0.036627626215157,test,USDPHP_RET,hybrid_arima_mlp,1.0063312913953872,1.0127026680415079,1.0063312913953872,1.0063312913953872,38.20483479402794
2025-01-10,-0.756453684362163,-0.1523018321106986,test,USDPHP_RET,hybrid_arima_mlp,-0.6041518522514644,0.3649994605788753,0.6041518522514644,0.6041518522514644,38.80898664627941
2025-01-13,0.7683877219913325,0.0959682459439611,test,USDPHP_RET,hybrid_arima_mlp,0.6724194760473714,0.45214795176782147,0.6724194760473714,0.6724194760473714,39.481406122326774
2025-01-14,-0.1654996010187902,-0.0921274046948303,test,USDPHP_RET,hybrid_arima_mlp,-0.07337219632395989,0.005383479193401713,0.07337219632395989,0.07337219632395989,39.55477831865074
2025-01-15,-0.0239090410017388,-0.0133657465431367,test,USDPHP_RET,hybrid_arima_mlp,-0.010543294458602099,0.00011116105804078973,0.010543294458602099,0.010543294458602099,39.56532161310934
2025-01-16,-0.4039027565283172,-0.0100821401354756,test,USDPHP_RET,hybrid_arima_mlp,-0.3938206163928416,0.1550946778960377,0.3938206163928416,0.3938206163928416,39.95914222950218
2025-01-17,0.3338495887340785,0.0711655885517705,test,USDPHP_RET,hybrid_arima_mlp,0.262684000182308,0.06900288395177878,0.262684000182308,0.262684000182308,40.22182622968449
2025-01-20,-0.2104544323375507,-0.0390603727885984,test,USDPHP_RET,hybrid_arima_mlp,-0.17139405954895232,0.029375923648669814,0.17139405954895232,0.17139405954895232,40.39322028923344
2025-01-21,-0.4015955148959018,0.0042763005894924,test,USDPHP_RET,hybrid_arima_mlp,-0.4058718154853942,0.16473193060540986,0.4058718154853942,0.4058718154853942,40.79909210471884
2025-01-22,0.3433427377044936,0.0829554558807283,test,USDPHP_RET,hybrid_arima_mlp,0.2603872818237653,0.06780153653556897,0.2603872818237653,0.2603872818237653,41.0594793865426
2025-01-23,-0.0514250114490188,-0.0391577525554617,test,USDPHP_RET,hybrid_arima_mlp,-0.0122672588935571,0.00015048564076155575,0.0122672588935571,0.0122672588935571,41.07174664543616
2025-01-24,0.0068612485831539,-0.0135556429018196,test,USDPHP_RET,hybrid_arima_mlp,0.0204168914849735,0.00041684945790918334,0.0204168914849735,0.0204168914849735,41.092163536921134
2025-01-27,-0.2729879944547516,-0.0135795931951743,test,USDPHP_RET,hybrid_arima_mlp,-0.25940840125957726,0.06729271864404984,0.25940840125957726,0.25940840125957726,41.35157193818071
2025-01-28,0.4049214688019253,0.0239574621847657,test,USDPHP_RET,hybrid_arima_mlp,0.3809640066171596,0.14513357433779925,0.3809640066171596,0.3809640066171596,41.73253594479787
2025-01-29,-0.6907251207314509,-0.0537681827181153,test,USDPHP_RET,hybrid_arima_mlp,-0.6369569380133355,0.40571414088332414,0.6369569380133355,0.6369569380133355,42.3694928828112
2025-01-30,0.7318088876869472,0.1386719447246378,test,USDPHP_RET,hybrid_arima_mlp,0.5931369429623093,0.3518114331066738,0.5931369429623093,0.5931369429623093,42.96262982577351
2025-01-31,-0.1627295209631429,-0.0840652936418393,test,USDPHP_RET,hybrid_arima_mlp,-0.07866422732130358,0.006188060660057725,0.07866422732130358,0.07866422732130358,43.041294053094816
2025-02-03,0.1387644088275511,-0.0115661635158747,test,USDPHP_RET,hybrid_arima_mlp,0.15033057234342578,0.022599280981101973,0.15033057234342578,0.15033057234342578,43.191624625438244
2025-02-04,0.254767685893968,-0.028317026650821,test,USDPHP_RET,hybrid_arima_mlp,0.28308471254478895,0.0801369544765658,0.28308471254478895,0.28308471254478895,43.47470933798303
2025-02-05,-1.0471310152824926,-0.0483617000292254,test,USDPHP_RET,hybrid_arima_mlp,-0.9987693152532673,0.9975401450914804,0.9987693152532673,0.9987693152532673,44.4734786532363
2025-02-06,-0.4063475240546309,0.2686075201454532,test,USDPHP_RET,hybrid_arima_mlp,-0.6749550442000841,0.45556431169113754,0.6749550442000841,0.6749550442000841,45.14843369743638
2025-02-07,0.3459326481738138,0.162330197823561,test,USDPHP_RET,hybrid_arima_mlp,0.1836024503502528,0.033709859774617046,0.1836024503502528,0.1836024503502528,45.33203614778664
2025-02-10,-1.0920180675072708,-0.0318585246736455,test,USDPHP_RET,hybrid_arima_mlp,-1.0601595428336252,1.1239382562612013,1.0601595428336252,1.0601595428336252,46.39219569062026
2025-02-11,0.9278477792810658,0.3351446190060455,test,USDPHP_RET,hybrid_arima_mlp,0.5927031602750203,0.35129703619999647,0.5927031602750203,0.5927031602750203,46.984898850895284
2025-02-12,0.3539247147254001,-0.0927749433625989,test,USDPHP_RET,hybrid_arima_mlp,0.446699658087999,0.1995405845359352,0.446699658087999,0.446699658087999,47.43159850898328
2025-02-13,-0.2847668360668163,-0.0793426841326936,test,USDPHP_RET,hybrid_arima_mlp,-0.2054241519341227,0.042199082197853524,0.2054241519341227,0.2054241519341227,47.6370226609174
2025-02-14,-0.095102769006828,0.0033369810482385,test,USDPHP_RET,hybrid_arima_mlp,-0.0984397500550665,0.009690384390903965,0.0984397500550665,0.0984397500550665,47.73546241097247
2025-02-17,-0.3639502833614203,0.0024130417581015,test,USDPHP_RET,hybrid_arima_mlp,-0.3663633251195218,0.13422208599263244,0.3663633251195218,0.3663633251195218,48.10182573609199
2025-02-18,0.4071924259767441,0.0676195109432307,test,USDPHP_RET,hybrid_arima_mlp,0.3395729150335134,0.1153097646243577,0.3395729150335134,0.3395729150335134,48.4413986511255
2025-02-19,0.5690126768836369,-0.0493313090714522,test,USDPHP_RET,hybrid_arima_mlp,0.6183439859550891,0.3823492849668274,0.6183439859550891,0.6183439859550891,49.059742637080596
2025-02-20,-0.0773995624187788,-0.0934281617319098,test,USDPHP_RET,hybrid_arima_mlp,0.01602859931313101,0.00025691599594090394,0.01602859931313101,0.01602859931313101,49.07577123639373
2025-02-21,-0.5867652406331512,-0.023617518873188,test,USDPHP_RET,hybrid_arima_mlp,-0.5631477217599632,0.31713535652343694,0.5631477217599632,0.5631477217599632,49.63891895815369
2025-02-24,-0.2270000124357928,0.1243657441272481,test,USDPHP_RET,hybrid_arima_mlp,-0.3513657565630409,0.12345789488511813,0.3513657565630409,0.3513657565630409,49.99028471471673
2025-02-25,0.4189404108861937,0.0598143278833866,test,USDPHP_RET,hybrid_arima_mlp,0.35912608300280713,0.12897154349293913,0.35912608300280713,0.35912608300280713,50.349410797719536
2025-02-26,-0.2092541186792247,-0.0517044434173927,test,USDPHP_RET,hybrid_arima_mlp,-0.157549675261832,0.024821900175108717,0.157549675261832,0.157549675261832,50.50696047298137
2025-02-27,0.0432720803132707,0.0013057953899386,test,USDPHP_RET,hybrid_arima_mlp,0.0419662849233321,0.001761169070266291,0.0419662849233321,0.0419662849233321,50.5489267579047
2025-02-28,0.319609064999244,-0.0136338161802881,test,USDPHP_RET,hybrid_arima_mlp,0.3332428811795321,0.11105081785683575,0.3332428811795321,0.3332428811795321,50.88216963908423
2025-03-03,-0.2331276333380737,-0.052493205945087,test,USDPHP_RET,hybrid_arima_mlp,-0.1806344273929867,0.03262879635959219,0.1806344273929867,0.1806344273929867,51.06280406647722
2025-03-04,-0.2804737838160372,0.0038025294717939,test,USDPHP_RET,hybrid_arima_mlp,-0.2842763132878311,0.0808130222965211,0.2842763132878311,0.2842763132878311,51.34708037976505
2025-03-05,-0.1162319899821931,0.0384690830255841,test,USDPHP_RET,hybrid_arima_mlp,-0.1547010730077772,0.023932421989757608,0.1547010730077772,0.1547010730077772,51.501781452772825
2025-03-06,-0.5866784559691857,0.0101838462334145,test,USDPHP_RET,hybrid_arima_mlp,-0.5968623022026002,0.35624460779058803,0.5968623022026002,0.5968623022026002,52.09864375497543
2025-03-07,-0.1537610598717438,0.1529205833398026,test,USDPHP_RET,hybrid_arima_mlp,-0.3066816432115464,0.09405363028293424,0.3066816432115464,0.3066816432115464,52.405325398186974
2025-03-10,-0.1417457105825385,0.0411966082345202,test,USDPHP_RET,hybrid_arima_mlp,-0.1829423188170587,0.033467892014162344,0.1829423188170587,0.1829423188170587,52.58826771700403
