Date,Actual,Forecast,Set,Pair
2023-01-04,0.9006238825881638,-0.008389126749420918,val,CNYAUD_RET
2023-01-05,-1.1105244018850615,-0.05233920335049887,val,CNYAUD_RET
2023-01-06,1.1723039986793922,0.08432800950781691,val,CNYAUD_RET
2023-01-09,-1.383390752018304,-0.07080117581760471,val,CNYAUD_RET
2023-01-10,0.7481868268437746,0.10287059229171111,val,CNYAUD_RET
2023-01-11,0.11846301397090384,-0.04198037118195483,val,CNYAUD_RET
2023-01-12,-0.10771784248354148,8.123950403473596e-4,val,CNYAUD_RET
2023-01-13,-0.3567730755984155,0.016182473662686443,val,CNYAUD_RET
2023-01-16,0.45416925169229055,0.03310697635618293,val,CNYAUD_RET
2023-01-17,-0.3551413482316754,-0.02200046078074907,val,CNYAUD_RET
2023-01-18,-0.906414103160502,0.03299609262220932,val,CNYAUD_RET
2023-01-19,1.0118208667568631,0.07045773158861797,val,CNYAUD_RET
2023-01-20,0.00852143563238107,-0.0598955740178994,val,CNYAUD_RET
2023-01-23,-1.0891073285783954,0.008283454834779998,val,CNYAUD_RET
2023-01-24,-0.6707576702604645,0.08287261621881786,val,CNYAUD_RET
2023-01-25,-0.25511706506980975,0.05444374190659082,val,CNYAUD_RET
2023-01-26,-0.8598256310308727,0.026198960802829976,val,CNYAUD_RET
2023-01-27,-0.07424174525706138,0.06729182050864434,val,CNYAUD_RET
2023-01-30,0.08473722521323761,0.013907611614652343,val,CNYAUD_RET
2023-01-31,1.2156422728149872,0.0031042248305937015,val,CNYAUD_RET
2023-02-01,0.00904459331041387,-0.0737462202889291,val,CNYAUD_RET
2023-02-02,-1.1289621862866308,0.008247903750708194,val,CNYAUD_RET
2023-02-03,1.1270213015083423,0.08558094576562499,val,CNYAUD_RET
2023-02-06,1.5668878972822684,-0.06772399843548269,val,CNYAUD_RET
2023-02-07,0.18605187164216483,-0.09761505228666291,val,CNYAUD_RET
2023-02-08,-1.06757152575696,-0.0037805933879664216,val,CNYAUD_RET
2023-02-09,0.5421717088527394,0.08140915468741579,val,CNYAUD_RET
2023-02-10,-0.00999887219432584,-0.02798065161881653,val,CNYAUD_RET
2023-02-13,-0.04693834215491654,0.009541998956809794,val,CNYAUD_RET
2023-02-14,-1.013809163004466,0.012052213863862123,val,CNYAUD_RET
2023-02-15,-0.31055765314932154,0.07775574318574445,val,CNYAUD_RET
2023-02-16,0.7812394580370117,0.02996641579883861,val,CNYAUD_RET
2023-02-17,0.5325454387940356,-0.04422645667335694,val,CNYAUD_RET
2023-02-20,-0.07141263911176397,-0.027326500202284314,val,CNYAUD_RET
2023-02-21,-0.5237043032347456,0.013715360225362365,val,CNYAUD_RET
2023-02-22,0.4159763961171992,0.044450757317639936,val,CNYAUD_RET
2023-02-23,0.4432347104279089,-0.01940507228411462,val,CNYAUD_RET
2023-02-24,-0.18669727430185795,-0.021257406034351438,val,CNYAUD_RET
2023-02-27,0.4066809159577172,0.021549506468310674,val,CNYAUD_RET
2023-02-28,0.05114984664092005,-0.018773399634522334,val,CNYAUD_RET
2023-03-01,0.3484871024241039,0.005386648982076933,val,CNYAUD_RET
2023-03-02,0.5017904695733387,-0.014818849707678616,val,CNYAUD_RET
2023-03-03,-0.2971158577028794,-0.025236551908871,val,CNYAUD_RET
2023-03-06,-0.1894702628510664,0.02905298105429016,val,CNYAUD_RET
2023-03-07,-0.00769647475137168,0.021737944396649514,val,CNYAUD_RET
2023-03-08,1.6722903724233529,0.009385539960797435,val,CNYAUD_RET
2023-03-09,0.1140886082061014,-0.10477765815571398,val,CNYAUD_RET
2023-03-10,-0.14568827263872153,0.001109656981897079,val,CNYAUD_RET
2023-03-13,0.18885412860258455,0.018762747280700157,val,CNYAUD_RET
2023-03-14,0.5054154450512063,-0.003971020245821754,val,CNYAUD_RET
2023-03-15,-0.825665927271816,-0.025482886452705824,val,CNYAUD_RET
2023-03-16,0.5501245323225797,0.06497050410405171,val,CNYAUD_RET
2023-03-17,-0.557439610623363,-0.028521084279286405,val,CNYAUD_RET
2023-03-20,-0.5793338372822091,0.046743233944707,val,CNYAUD_RET
2023-03-21,0.06714132205486882,0.048231052102250996,val,CNYAUD_RET
2023-03-22,0.5053021379269365,0.004299951202907902,val,CNYAUD_RET
2023-03-23,-0.26496327265969594,-0.025475186687854815,val,CNYAUD_RET
2023-03-24,1.1525621701580309,0.026868058033960602,val,CNYAUD_RET
2023-03-27,-0.3160096289808242,-0.06945962348077742,val,CNYAUD_RET
2023-03-28,-0.324970570105721,0.030336903816661487,val,CNYAUD_RET
2023-03-29,-0.5390570513576696,0.030945842927507745,val,CNYAUD_RET
2023-03-30,0.1860536858066136,0.04549405050087994,val,CNYAUD_RET
2023-03-31,-0.2915155721238709,-0.0037807166691788494,val,CNYAUD_RET
2023-04-03,0.9010020448031456,0.028672414674773206,val,CNYAUD_RET
2023-04-04,-2.0629497723124564,-0.05236490129446893,val,CNYAUD_RET
2023-04-05,0.4273223258627524,0.14904990089533082,val,CNYAUD_RET
2023-04-06,0.6188117068129717,-0.020176082859308064,val,CNYAUD_RET
2023-04-07,0.659709727826115,-0.03318870862563014,val,CNYAUD_RET
2023-04-10,0.11912793119179932,-0.0359679261435225,val,CNYAUD_RET
2023-04-11,0.20670474812648007,7.672107125367995e-4,val,CNYAUD_RET
2023-04-12,-0.1496547697170059,-0.005184055822044337,val,CNYAUD_RET
2023-04-13,-0.5024672764122091,0.019032289862261596,val,CNYAUD_RET
2023-04-14,-1.174964371404964,0.043007599054452214,val,CNYAUD_RET
2023-04-17,1.1304960828419324,0.08870701581926184,val,CNYAUD_RET
2023-04-18,-0.05060379225148071,-0.06796012656378637,val,CNYAUD_RET
2023-04-19,-0.4686979802523176,0.012301298852988066,val,CNYAUD_RET
2023-04-20,0.300876482394838,0.04071281272666623,val,CNYAUD_RET
2023-04-21,-0.37113466150415886,-0.011583478754631067,val,CNYAUD_RET
2023-04-24,0.44326136912861086,0.03408291529271804,val,CNYAUD_RET
2023-04-25,-0.18887351362821225,-0.021259217621468852,val,CNYAUD_RET
2023-04-26,0.4796948220776911,0.02169739241264491,val,CNYAUD_RET
2023-04-27,0.5068172144210071,-0.023735046235299578,val,CNYAUD_RET
2023-04-28,-0.28207127141920185,-0.025578143433168114,val,CNYAUD_RET
2023-05-01,0.43372737445986936,0.028030628952324093,val,CNYAUD_RET
2023-05-02,-0.1557140165067642,-0.02061133676213966,val,CNYAUD_RET
2023-05-03,-0.7493503585164356,0.019444044866688766,val,CNYAUD_RET
2023-05-04,0.4729247351149572,0.05978449362435859,val,CNYAUD_RET
2023-05-05,-0.7475197990550172,-0.02327498621727479,val,CNYAUD_RET
2023-05-08,-0.8224388550493477,0.0596600982918538,val,CNYAUD_RET
2023-05-09,-0.5213853864973438,0.06475120900296832,val,CNYAUD_RET
2023-05-10,0.0937263000105088,0.044293175756002764,val,CNYAUD_RET
2023-05-11,-0.40634118624465954,0.0024933739012005145,val,CNYAUD_RET
2023-05-12,0.9933602551053028,0.03647536822513414,val,CNYAUD_RET
2023-05-15,0.6560461257194937,-0.05864108653850435,val,CNYAUD_RET
2023-05-16,-0.7584684765329677,-0.03571896673421422,val,CNYAUD_RET
2023-05-17,0.3177929177708382,0.060404113662052145,val,CNYAUD_RET
2023-05-18,-0.2607756771650215,-0.01273303201839815,val,CNYAUD_RET
2023-05-19,-0.15567486468018327,0.026583490750059353,val,CNYAUD_RET
2023-05-22,-0.06512039666297437,0.01944138431149329,val,CNYAUD_RET
2023-05-23,-0.17196244353376025,0.013287772043653476,val,CNYAUD_RET
2023-05-24,0.182427901083458,0.020548203745601526,val,CNYAUD_RET
2023-05-25,0.992663361081812,-0.003534327133228878,val,CNYAUD_RET
2023-05-26,0.4657892734675602,-0.05859372923293747,val,CNYAUD_RET
2023-05-29,-0.1178193113469548,-0.02279009722955772,val,CNYAUD_RET
2023-05-30,-0.2709242234405943,0.01686891712684869,val,CNYAUD_RET
2023-05-31,0.06937056016040959,0.02727313335113164,val,CNYAUD_RET
2023-06-01,-0.27316690323709814,0.004148463736253195,val,CNYAUD_RET
2023-06-02,-0.8437100702348401,0.027425534245430747,val,CNYAUD_RET
2023-06-05,-0.2041457792802211,0.06619669053009111,val,CNYAUD_RET
2023-06-06,-0.5031103652425704,0.022735216424333106,val,CNYAUD_RET
