Pair,Lag,ACF,PACF,SqACF,sig_bound
CNYPHP_RET,34,-0.008032866853255587,-0.0251386101175132,0.011573341797421439,0.03013601946227691
CNYPHP_RET,35,-0.008240232578301655,-0.024677868420994096,0.030765274671098953,0.03013601946227691
CNYPHP_RET,36,-0.010312743858790514,-0.0225064350922839,0.01907780388181864,0.03013601946227691
CNYPHP_RET,37,0.025090180217540104,0.01844372988971826,-0.00017527358635557403,0.03013601946227691
CNYPHP_RET,38,-0.014139290973748334,-0.0012663427123716607,-0.0003759083537129473,0.03013601946227691
CNYPHP_RET,39,-0.0012820761332722299,-0.0027793790676911233,0.027302480593151286,0.03013601946227691
CNYPHP_RET,40,0.023629889366513487,0.014728291004923047,0.04136049953509539,0.03013601946227691
JPYPHP_RET,1,-0.1529050228914568,-0.15294117919859593,0.19371159106893512,0.03013601946227691
JPYPHP_RET,2,-0.011811020037525348,-0.03605087761353422,0.0737517175146963,0.03013601946227691
JPYPHP_RET,3,0.005885881980303743,-0.001533827628597686,0.07428670394451106,0.03013601946227691
JPYPHP_RET,4,-0.019886233931028296,-0.02013137016619706,0.07248562488145735,0.03013601946227691
JPYPHP_RET,5,0.0038275766997951186,-0.0022979126207558283,0.04796680885634914,0.03013601946227691
JPYPHP_RET,6,0.002321335063712093,0.0016717586782646681,0.04501316807180366,0.03013601946227691
JPYPHP_RET,7,-0.021905964542477598,-0.021719823745630945,0.05796193861713264,0.03013601946227691
JPYPHP_RET,8,-0.016722135367801223,-0.024486425227928287,0.06289618575536123,0.03013601946227691
JPYPHP_RET,9,-0.0018208594359679642,-0.009550863537161905,0.041950047790776254,0.03013601946227691
JPYPHP_RET,10,0.025161709511243992,0.02318706210645123,0.07708519085279897,0.03013601946227691
JPYPHP_RET,11,-0.017695536788331793,-0.011517581342896457,0.04638248998177164,0.03013601946227691
JPYPHP_RET,12,0.019213960039414682,0.015491896803729399,0.04942532559242863,0.03013601946227691
JPYPHP_RET,13,-0.013106125874833592,-0.008830483667036823,0.022284841079468442,0.03013601946227691
JPYPHP_RET,14,-0.003121452480542859,-0.005430575277207433,0.03720698638118633,0.03013601946227691
JPYPHP_RET,15,0.02395492707181893,0.021155252506944153,0.015160121140669149,0.03013601946227691
JPYPHP_RET,16,-0.032997352543107594,-0.026908561483395627,0.03149048756421216,0.03013601946227691
JPYPHP_RET,17,-0.011516727289208937,-0.019854289363007822,0.005131260561819681,0.03013601946227691
JPYPHP_RET,18,-0.008620345901062115,-0.0153003113057576,0.0022620178318765835,0.03013601946227691
JPYPHP_RET,19,-0.01680019260168422,-0.020640485357472774,0.01839518553213567,0.03013601946227691
JPYPHP_RET,20,0.04044248838196796,0.03353892044380434,0.03109265326301933,0.03013601946227691
JPYPHP_RET,21,-0.02377761273039903,-0.014071465646841976,8.036944578655822e-05,0.03013601946227691
JPYPHP_RET,22,-0.004366255391924561,-0.009376998368127115,0.025865022364929824,0.03013601946227691
JPYPHP_RET,23,-0.002207805144340766,-0.005862556253022922,0.015666856627323606,0.03013601946227691
JPYPHP_RET,24,-0.02215526667204716,-0.0255517394216588,0.03622248447169383,0.03013601946227691
JPYPHP_RET,25,0.05061167151751533,0.04178400909460127,0.057764130896384054,0.03013601946227691
JPYPHP_RET,26,-0.028797602836631145,-0.016010017274751955,0.01988595131092008,0.03013601946227691
JPYPHP_RET,27,-0.0011965478562487846,-0.006068109592033718,0.013351054436502308,0.03013601946227691
JPYPHP_RET,28,-0.031585028842436295,-0.03397564725082233,0.014496606268883128,0.03013601946227691
JPYPHP_RET,29,0.005274474850288142,-0.004077574047714196,-0.003957629982704186,0.03013601946227691
JPYPHP_RET,30,0.04385006363839193,0.04035681063393455,0.0005038344566802344,0.03013601946227691
