Date,USDIDR,CNYIDR,INRIDR,JPYIDR,SGDIDR,REF_RATE,TARGET_RATE,USDIDR_RET,CNYIDR_RET,INRIDR_RET,JPYIDR_RET,SGDIDR_RET,IR_DIFF_LAGGED
2025-07-03,16235.0,2265.907464745502,189.4529507713475,113.11539295692592,12755.543570333279,4.33,0.0,-0.008625378696467907,-0.014202577140693128,-0.06850745981180784,-0.0950639201582828,-0.02669413415353693,-4.33
2025-07-04,16203.7001953125,2261.538973147936,189.9187908015286,111.995268448873,12720.15800691602,4.33,0.0,-0.1929782279349813,-0.1929782279349813,0.24558511521236281,-0.9951849865657787,-0.27779871786023,-4.33
2025-07-07,16178.0,2257.952015069463,189.2245635016635,111.96002627715983,12696.892469888,4.33,0.0,-0.15873286796986172,-0.1587328679698506,-0.36620875340990827,-0.031472506195659215,-0.18307036488814699,-4.33
2025-07-08,16318.900390625,2274.6014615234662,189.99325566200002,111.85603447608652,12760.206285041713,4.33,0.0,0.8671674644769983,0.7346640883620582,0.4054098590964538,-0.0929261360481731,0.4974168211982593,-4.33
2025-07-09,16261.0,2266.7205691576396,189.72691368223155,110.73279428622254,12704.302899400145,4.33,0.0,-0.35543663969455075,-0.3470751566949286,-0.14028331647866593,-1.0092597463940178,-0.4390697267828737,-4.33
2025-07-10,16235.0,2261.1421153413326,189.42111103050254,111.1118727591127,12687.063137280402,4.33,0.0,-0.16001972887761068,-0.24640573389763665,-0.161310463517058,0.3417515930314049,-0.1357923377887778,-4.33
2025-07-11,16209.099609375,2259.1709583650736,189.06090857768928,110.8026648225277,12669.595378290596,4.33,0.0,-0.15966167308639928,-0.08721330001082685,-0.1903406465310807,-0.27867316856339464,-0.13777652715747876,-4.33
2025-07-14,16222.0,2263.082305084385,189.02068164080887,110.13272820977663,12669.57699887065,4.33,0.0,0.07955568242077225,0.1729822487496054,-0.021279500548516014,-0.6064566268472351,-0.00014506724744343648,-4.33
2025-07-15,16256.2001953125,2268.201564201564,189.09506720328716,109.99377081484172,12677.178792363586,4.33,0.0,0.21060408364883004,0.22595191309369408,0.03934539286729091,-0.12625232673793974,0.059982380257787314,-4.33
2025-07-16,16252.099609375,2265.764078193075,188.99305917832993,109.24973236268285,12651.48634846714,4.33,0.0,-0.02522793245961372,-0.10752116074832692,-0.05395992114779769,-0.6787351029746541,-0.2028725364365927,-4.33
2025-07-17,16271.2001953125,2266.6573514757074,189.45289875896597,109.93830893780881,12679.384082371902,4.33,0.0,0.11745787326743033,0.03941704486484096,0.2430147804698165,0.6282996428353572,0.22026677101617806,-4.33
2025-07-18,16329.7001953125,2273.3183626253976,189.77761995239172,110.00727588955722,12704.872610012908,4.33,0.0,0.3588861785330446,0.2934383947744155,0.17125271135332548,0.0627127423929481,0.200821607786349,-4.33
2025-07-21,16321.0,2273.848155098531,189.4517198476151,109.95681513191265,12703.738006417263,4.33,0.0,-0.05329255094909605,0.023302092565361025,-0.17187498476620122,-0.04588090564731578,-0.008930859018837053,-4.33
2025-07-22,16329.5,2275.7299409082093,189.44769056603104,110.77682080898528,12752.141931418979,4.33,0.0,0.052066585148915503,0.08272353511819468,-0.002126834443904716,0.7429854954252508,0.38029707444462324,-4.33
2025-07-23,16245.2998046875,2264.374136275607,188.14887281864836,110.6741111107184,12705.63688375185,4.33,0.0,-0.5169663871526231,-0.5002452860411263,-0.687942103129332,-0.09276068945952076,-0.3653508009032333,-4.33
2025-07-24,16266.099609375,2271.9602391278863,188.26788126575684,111.14595738895362,12743.932321981094,4.33,0.0,0.1279539355437705,0.3344599095313557,0.0632322816572086,0.42543219204521077,0.3009517907653126,-4.33
2025-07-25,16307.0,2279.5833951751824,188.67226430257176,110.92819603658663,12768.773331244922,4.33,0.0,0.2511299975180663,0.33497045344458043,0.21456095706726994,-0.19611595388581032,0.19473447819721787,-4.33
2025-07-28,16353.0,2286.0138137793438,189.0386843865447,110.63302692154792,12770.792116975355,4.33,0.0,0.28169032711133735,0.28169032711133735,0.19402148663766455,-0.266444900169809,0.015809084447669944,-4.33
2025-07-29,16398.80078125,2284.655517481039,188.97503717652205,110.4452505056152,12748.120901645041,4.33,0.0,0.27968423117632485,-0.059435336045867794,-0.033674550416277135,-0.1698732804266606,-0.1776817161321831,-4.33
2025-07-30,16367.900390625,2280.7953806251985,188.00021171536062,110.26461676994786,12711.944607492595,4.33,0.0,-0.18860854880157513,-0.1691021483681895,-0.5171838930567695,-0.16368436828623684,-0.2841808752277925,-4.33
2025-07-31,16426.80078125,2289.0028926242003,187.27556021921683,110.08001963255425,12677.73980464404,4.33,0.0,0.3592071392803567,0.3592071392803567,-0.3861972719844245,-0.1675531418363968,-0.26943874517259386,-4.33
2025-08-01,16483.0,2289.2419397885315,188.39996020025794,109.32401011477185,12701.702548168516,4.33,0.0,0.34153517824143614,0.010442742723417026,0.5986034635949411,-0.6891509793521179,0.18883591146004974,-4.33
