MSE (100x Scale),MAE (%),RMSE (%),MAPE (%),Model,Pair,Set
0.316005623292373,0.442881678480074,0.5621437745740613,244.2642258821963,arima,USDTHB_RET,val
0.34582225155933494,0.4542200653274826,0.5880665366770456,172.8889127190151,arima,USDTHB_RET,test
0.37824359533780594,0.46456298677218133,0.6150151179750023,253.7095262970883,arima,CNYTHB_RET,val
0.3094303208723479,0.4229707099592251,0.5562646140753049,794.2654326684215,arima,CNYTHB_RET,test
0.3483100991451399,0.4432677763142063,0.590178023265133,253.00939616385872,arima,JPYTHB_RET,val
0.4029304072416616,0.4859048585494393,0.6347679948151621,231.1529918728374,arima,JPYTHB_RET,test
0.28203790728329414,0.40926975078109323,0.5310724124667879,302.2537880433939,arima,INRTHB_RET,val
0.36627971363110123,0.45762924285315354,0.6052104705233554,244.76044965124552,arima,INRTHB_RET,test
0.33023472666249337,0.43120916824842104,0.5746605316728245,287.26743510185594,arima,MYRTHB_RET,val
0.2840555270124755,0.3989912647936386,0.5329685985238488,270.08978910114945,arima,MYRTHB_RET,test
0.2941695492641726,0.41666312400495154,0.5423739939047342,181.68078237863858,baseline_ar1,USDTHB_RET,val
0.3079218603286106,0.42205204703685767,0.5549070735975624,144.2973077574082,baseline_ar1,USDTHB_RET,test
0.35471257885905905,0.45161130898688706,0.5955775170866165,224.10379726518747,baseline_ar1,CNYTHB_RET,val
0.2711736390051207,0.3907093148271069,0.5207433523388664,441.7297141290986,baseline_ar1,CNYTHB_RET,test
0.33509794911826,0.43063706833384074,0.5788764541059345,185.0439437405179,baseline_ar1,JPYTHB_RET,val
0.377743368444137,0.4698406909446177,0.6146083048935614,174.52771001244352,baseline_ar1,JPYTHB_RET,test
0.26643771305565317,0.39348055845724894,0.5161760485102473,226.534473644036,baseline_ar1,INRTHB_RET,val
0.3352825541822934,0.43812835903335157,0.5790358833287393,199.92478635245257,baseline_ar1,INRTHB_RET,test
0.33418208047829906,0.4307301348721786,0.5780848384781416,274.40445046140746,baseline_ar1,MYRTHB_RET,val
0.27341127707239626,0.3909314222426869,0.5228874420679811,199.44724232356194,baseline_ar1,MYRTHB_RET,test
0.261528354566106,0.3880554266167645,0.5113984303516251,100.02498245501705,baseline_mean,USDTHB_RET,val
0.29211444070803866,0.4053797443134861,0.5404761240869375,100.04575295952243,baseline_mean,USDTHB_RET,test
0.35568261553506914,0.4399938468334554,0.5963913275149708,101.15587581341741,baseline_mean,CNYTHB_RET,val
0.2678253476065681,0.38466254050802,0.5175184514648421,102.95136332955006,baseline_mean,CNYTHB_RET,test
0.3119280298179719,0.4195102885031983,0.5585051743878224,109.28600454632075,baseline_mean,JPYTHB_RET,val
0.3811044972136965,0.4618164548845702,0.6173366158051024,104.63905652703964,baseline_mean,JPYTHB_RET,test
0.26112766411443095,0.37974760386216977,0.5110065206183096,117.40213451338445,baseline_mean,INRTHB_RET,val
0.3148391071859107,0.4255982149320357,0.5611052549975901,104.15058259240423,baseline_mean,INRTHB_RET,test
0.3502543418210772,0.437206135887043,0.5918228973443637,103.09391071852122,baseline_mean,MYRTHB_RET,val
0.2983645496046459,0.41061156795996206,0.5462275621063495,104.03189673697022,baseline_mean,MYRTHB_RET,test
0.2615279515803711,0.38802009066372256,0.5113980363477857,100.0,baseline_rw,USDTHB_RET,val
0.2920713921179004,0.405287870835577,0.540436297927795,100.0,baseline_rw,USDTHB_RET,test
0.3556586755105601,0.4399248726842722,0.5963712564422937,100.0,baseline_rw,CNYTHB_RET,val
0.26781256767265266,0.38458897469970954,0.5175061039955496,100.0,baseline_rw,CNYTHB_RET,test
0.3123428829476346,0.4199435217266425,0.5588764469430024,100.0,baseline_rw,JPYTHB_RET,val
0.38157050549040417,0.46195920741431307,0.6177139349977497,100.0,baseline_rw,JPYTHB_RET,test
0.261074474411689,0.37928876999079647,0.5109544739129789,100.0,baseline_rw,INRTHB_RET,val
0.3155092674519079,0.42564891641635305,0.5617021162964475,100.0,baseline_rw,INRTHB_RET,test
0.3502194869339051,0.43727681708077515,0.5917934495530557,100.0,baseline_rw,MYRTHB_RET,val
0.29821654311488033,0.4104010518648849,0.5460920646877048,100.0,baseline_rw,MYRTHB_RET,test
0.31528634960508917,0.4374296271664636,0.5615036505714714,232.02854071655938,hybrid_arima_mlp,USDTHB_RET,val
0.35492915209585935,0.44932199939264295,0.5957593071835801,148.9278649215284,hybrid_arima_mlp,USDTHB_RET,test
0.3779254922399957,0.46207407914291593,0.6147564495310283,262.4950037853843,hybrid_arima_mlp,CNYTHB_RET,val
0.3132475256735515,0.41892054605183915,0.5596852022999639,316.10249667821375,hybrid_arima_mlp,CNYTHB_RET,test
0.35081411282174874,0.43490306696100667,0.5922956295818405,195.15017981884347,hybrid_arima_mlp,JPYTHB_RET,val
0.38953821786470216,0.4742227097631967,0.6241299687282307,180.2494024375519,hybrid_arima_mlp,JPYTHB_RET,test
0.27522745391139986,0.397731613414732,0.5246212480555852,240.35388271827154,hybrid_arima_mlp,INRTHB_RET,val
0.36065930711973276,0.4556625759869331,0.6005491712755358,234.11248647347585,hybrid_arima_mlp,INRTHB_RET,test
0.3450949924923165,0.4360871279950576,0.5874478636375458,261.1311617910958,hybrid_arima_mlp,MYRTHB_RET,val
0.28356439537303024,0.40082786367807366,0.5325076481826625,232.91615478923507,hybrid_arima_mlp,MYRTHB_RET,test
0.34664881813458215,0.44583527749232227,0.58876890044786,187.8780732475609,hybrid_arima_svr,USDTHB_RET,val
0.39031566909568843,0.4647857203325763,0.624752486266112,165.0517607848648,hybrid_arima_svr,USDTHB_RET,test
0.40413550821832245,0.48414186988342023,0.6357165313394976,231.02219415381148,hybrid_arima_svr,CNYTHB_RET,val
0.3624826503642895,0.4359567193363841,0.6020653206789854,391.89926634436176,hybrid_arima_svr,CNYTHB_RET,test
0.39107613791068796,0.46211582884519875,0.6253608061836686,209.19883831189185,hybrid_arima_svr,JPYTHB_RET,val
0.43556909321166487,0.494970802940466,0.6599765853510751,229.46692256005124,hybrid_arima_svr,JPYTHB_RET,test
0.289870203121692,0.406435083123874,0.5383959538496663,310.1453064331431,hybrid_arima_svr,INRTHB_RET,val
0.40213195366162324,0.4796719760244418,0.63413874953485,280.32569128820995,hybrid_arima_svr,INRTHB_RET,test
0.371582301834144,0.4566540563823407,0.6095755095426193,275.83053244329056,hybrid_arima_svr,MYRTHB_RET,val
0.2943447084594001,0.4105685923167958,0.5425354444268136,209.0658382891065,hybrid_arima_svr,MYRTHB_RET,test
0.32842558551231316,0.441944207238186,0.5730842743544035,220.04398601664127,hybrid_var_mlp,USDTHB_RET,val
0.38619477118947554,0.46310783059070104,0.6214457105729152,162.07326941636003,hybrid_var_mlp,USDTHB_RET,test
0.4004638422656557,0.47325026096832773,0.6328221252971925,252.36538710510575,hybrid_var_mlp,CNYTHB_RET,val
0.3243742612667149,0.4297595972545186,0.5695386389585125,345.2478462906373,hybrid_var_mlp,CNYTHB_RET,test
0.3915556368435615,0.4784357645024179,0.6257440665668045,278.07633389890094,hybrid_var_mlp,JPYTHB_RET,val
0.4223704798287123,0.4985673229114977,0.6499003614622109,418.2867474465488,hybrid_var_mlp,JPYTHB_RET,test
0.27956506027202427,0.4033770405684905,0.5287391230768008,257.1305070806031,hybrid_var_mlp,INRTHB_RET,val
0.3700122756254281,0.46274912521892403,0.6082863434480739,253.5238751394416,hybrid_var_mlp,INRTHB_RET,test
0.34001320391081596,0.43866953245462487,0.5831065116347235,360.9056668550722,hybrid_var_mlp,MYRTHB_RET,val
0.29335492763638904,0.4069017404637366,0.5416224955043771,261.98816046148556,hybrid_var_mlp,MYRTHB_RET,test
0.3881015071206984,0.4614416339636134,0.6229779346980906,235.3463501280173,hybrid_var_svr,USDTHB_RET,val
0.4014062366003774,0.4741120869621137,0.6335662842989496,169.64916598054444,hybrid_var_svr,USDTHB_RET,test
0.4295805014330265,0.4852876206916606,0.6554239097202866,284.2437240405619,hybrid_var_svr,CNYTHB_RET,val
0.35988901816706836,0.441446559514821,0.5999075080102502,256.4590407235654,hybrid_var_svr,CNYTHB_RET,test
0.442738750999107,0.5048958622514379,0.665386166822776,243.77140824136615,hybrid_var_svr,JPYTHB_RET,val
0.47044143191738036,0.5225959329199318,0.6858873317953761,610.9114509669971,hybrid_var_svr,JPYTHB_RET,test
0.29254054403574026,0.41238623856193873,0.5408701729950915,366.30407269379907,hybrid_var_svr,INRTHB_RET,val
0.40199826827321233,0.4737496540495546,0.634033333724034,247.34705891311992,hybrid_var_svr,INRTHB_RET,test
0.3863516072572829,0.47028078905122617,0.6215718842236052,317.83786396299945,hybrid_var_svr,MYRTHB_RET,val
0.30466754383836225,0.423515251724319,0.5519669771266776,248.6754522355306,hybrid_var_svr,MYRTHB_RET,test
0.3176375258551773,0.4414743442211495,0.5635934047300211,229.038922846952,var,USDTHB_RET,val
0.3544885138415263,0.4585011017510084,0.5953893800207779,173.3783390431164,var,USDTHB_RET,test
0.39556603222515185,0.47797794953376305,0.6289404043509622,267.839642267108,var,CNYTHB_RET,val
0.3221258915826351,0.43285048087156724,0.5675613549059124,939.6556639730657,var,CNYTHB_RET,test
0.3908281386880381,0.4797848388276419,0.6251624898280751,258.72974463035416,var,JPYTHB_RET,val
0.42752035610119926,0.50118035617493,0.6538504080454484,402.3783220075641,var,JPYTHB_RET,test
0.28397146529604367,0.4122094116556989,0.5328897308975317,377.67605012559295,var,INRTHB_RET,val
0.37376832277425537,0.4641826116163107,0.6113659483273953,246.38824285958577,var,INRTHB_RET,test
0.33888318299033027,0.4366225726732571,0.5821367390831215,336.4369527170848,var,MYRTHB_RET,val
0.2933602952096961,0.4068746587890963,0.5416274505688352,258.3768796181261,var,MYRTHB_RET,test
