Date,Actual,Forecast,Set,Pair
2023-01-04,0.1400934932407738,-0.03843145307589452,val,USDIDR_RET
2023-01-05,-0.07580548074052372,-0.011745231231610812,val,USDIDR_RET
2023-01-06,0.3848625661294456,0.034269263294324045,val,USDIDR_RET
2023-01-09,-0.11338176444029371,-0.06391280274369035,val,USDIDR_RET
2023-01-10,-0.1430286324534819,0.04227788727582486,val,USDIDR_RET
2023-01-11,-0.3285211286258423,0.048596516867932774,val,USDIDR_RET
2023-01-12,-0.7426641800542236,0.0881304863552748,val,USDIDR_RET
2023-01-13,-1.5824563529148967,0.17639669170813585,val,USDIDR_RET
2023-01-16,-0.37772404935630544,0.35538138824665594,val,USDIDR_RET
2023-01-17,-0.21724035526341895,0.09861709258994839,val,USDIDR_RET
2023-01-18,0.5290317853656795,0.06441324285799632,val,USDIDR_RET
2023-01-19,-0.4362489567863119,-0.09463955251475992,val,USDIDR_RET
2023-01-20,0.2976487959986031,0.11109049152700012,val,USDIDR_RET
2023-01-23,-0.5636329130641213,-0.04532495364803216,val,USDIDR_RET
2023-01-24,-0.3253207981741371,0.13823980238636968,val,USDIDR_RET
2023-01-25,-0.34376337565966053,0.08744840072357594,val,USDIDR_RET
2023-01-26,-0.11239508898910151,0.09137906266745928,val,USDIDR_RET
2023-01-27,0.02543274489072412,0.0420675973827766,val,USDIDR_RET
2023-01-30,0.18654425583264397,0.01269238549254277,val,USDIDR_RET
2023-01-31,0.16418679263739414,-0.021645270688001487,val,USDIDR_RET
2023-02-01,-0.02867903493307492,-0.01688023012833337,val,USDIDR_RET
2023-02-02,-0.909351293707064,0.024225215642566945,val,USDIDR_RET
2023-02-03,0.17487225333421616,0.21192267470510429,val,USDIDR_RET
2023-02-06,1.3204539415985903,-0.019157619703994818,val,USDIDR_RET
2023-02-07,0.8005656988331463,-0.2633151594624682,val,USDIDR_RET
2023-02-08,-0.3492935307342385,-0.152511507830012,val,USDIDR_RET
2023-02-09,-0.19825541783176437,0.09255770324047462,val,USDIDR_RET
2023-02-10,0.1520309642731903,0.06036698787394179,val,USDIDR_RET
2023-02-13,0.27834538580039114,-0.014289461458115816,val,USDIDR_RET
2023-02-14,0.18951484622994347,-0.04121082264259976,val,USDIDR_RET
2023-02-15,-0.21059566848837724,-0.022278391879152554,val,USDIDR_RET
2023-02-16,0.20402126264792475,0.06299706242138528,val,USDIDR_RET
2023-02-17,-0.4480766590086654,-0.025370140795541358,val,USDIDR_RET
2023-02-20,0.11220752967664067,0.1136113267543691,val,USDIDR_RET
2023-02-21,0.0230859292287367,-0.005801902765939743,val,USDIDR_RET
2023-02-22,0.4638852884395508,0.01319256172979183,val,USDIDR_RET
2023-02-23,-0.26951536445792795,-0.08075489585839776,val,USDIDR_RET
2023-02-24,0.1184132761216772,0.07555460254149486,val,USDIDR_RET
2023-02-27,0.31312001877016665,-0.007124531959393943,val,USDIDR_RET
2023-02-28,-0.3196948568671503,-0.048622331502145066,val,USDIDR_RET
2023-03-01,0.20361923682685976,0.08624934525471577,val,USDIDR_RET
2023-03-02,0.01968310212044064,-0.02528445713247642,val,USDIDR_RET
2023-03-03,0.5169322814924677,0.013917805423450863,val,USDIDR_RET
2023-03-06,-0.43758563258785527,-0.09206078826927229,val,USDIDR_RET
2023-03-07,0.6331910936648111,0.11137537690750403,val,USDIDR_RET
2023-03-08,0.5521466494305457,-0.11683899993765842,val,USDIDR_RET
2023-03-09,0.08417781440503147,-0.09956601773303674,val,USDIDR_RET
2023-03-10,0.2521091221867173,1.7206346532498695e-4,val,USDIDR_RET
2023-03-13,-0.10594021217124092,-0.03561909431629026,val,USDIDR_RET
2023-03-14,-0.41189381441930223,0.040691871095041854,val,USDIDR_RET
2023-03-15,-0.24040815971188137,0.10589968610324571,val,USDIDR_RET
2023-03-16,0.6936593889142967,0.06935099124703707,val,USDIDR_RET
2023-03-17,-0.368920518097151,-0.12972659263641345,val,USDIDR_RET
2023-03-20,-0.3475101335820484,0.0967407981663892,val,USDIDR_RET
2023-03-21,-0.18561641358382117,0.09217760824982345,val,USDIDR_RET
2023-03-22,-0.30032013170767924,0.05767324004802285,val,USDIDR_RET
2023-03-23,-0.2815519947986706,0.0821200149093608,val,USDIDR_RET
2023-03-24,-1.346643889730572,0.07811996656667444,val,USDIDR_RET
2023-03-27,0.6689874262807298,0.3051227367290147,val,USDIDR_RET
2023-03-28,-0.26772007859718405,-0.12446826338819444,val,USDIDR_RET
2023-03-29,-0.30826880238649246,0.0751719737133521,val,USDIDR_RET
2023-03-30,-0.1960622045355314,0.08381411311044995,val,USDIDR_RET
2023-03-31,-0.07653528483674749,0.05989954887063062,val,USDIDR_RET
2023-04-03,-0.21327654045477215,0.034424806259496274,val,USDIDR_RET
2023-04-04,-0.4882462964729085,0.06356843599555102,val,USDIDR_RET
2023-04-05,0.2878855802764026,0.12217267157746825,val,USDIDR_RET
2023-04-06,-0.01337166546085438,-0.04324412191400255,val,USDIDR_RET
2023-04-07,-0.16059960625298372,0.02096275980131329,val,USDIDR_RET
2023-04-10,-0.1742744592835283,0.05234141413540455,val,USDIDR_RET
2023-04-11,0.3281875622409326,0.05525593215424175,val,USDIDR_RET
2023-04-12,-0.2812376301266094,-0.05183367328746964,val,USDIDR_RET
