Date,Actual,Forecast,Set,Pair,Nonlinear,Hybrid
2023-01-04,0.3082048048633314,-0.0438595842859864,val,USDSGD_RET,-0.0009583979362205656,-0.04481798222220697
2023-01-05,-0.2903143458826761,-0.0125313751989103,val,USDSGD_RET,-0.0009647831784595013,-0.013496158377369801
2023-01-06,0.303693416163564,0.0654857066909587,val,USDSGD_RET,-0.0009629022166627968,0.0645228044742959
2023-01-09,-0.8756097639988971,-0.0674675844603867,val,USDSGD_RET,-0.00096543266344353,-0.06843301712383022
2023-01-10,-0.2544830871294674,0.1278318117862077,val,USDSGD_RET,-0.0009577531421999557,0.12687405864400775
2023-01-11,0.0939147422464957,-0.0849167031738905,val,USDSGD_RET,-0.0009521680931321274,-0.08586887126702263
2023-01-12,-0.114212129961737,-0.0242538650919098,val,USDSGD_RET,-0.0009537564701852263,-0.025207621562095026
2023-01-13,-0.5775505399397127,-0.0046014295754561,val,USDSGD_RET,-0.0009575353008048735,-0.005558964876260974
2023-01-16,-0.1945158844872538,-0.0881368167054928,val,USDSGD_RET,-0.0009523261879077321,-0.08908914289340053
2023-01-17,0.0068186940439189,-0.1122691717101886,val,USDSGD_RET,-0.0009541805633582629,-0.11322335227354687
2023-01-18,-0.0068186940439108,-0.1001635198987053,val,USDSGD_RET,-0.0009583490665283384,-0.10112186896523363
2023-01-19,0.0166620812462953,0.0267333817814467,val,USDSGD_RET,-0.0009611100761173839,0.025772271705329315
2023-01-20,0.0742096170846,-0.0476322148806571,val,USDSGD_RET,-0.0009621135665948783,-0.04859432844725198
2023-01-23,-0.1848635040550483,-0.0680869489276141,val,USDSGD_RET,-0.0009651495660637905,-0.0690520984936779
2023-01-24,-0.027305082567706,-0.0586366649554167,val,USDSGD_RET,-0.0009639168294765767,-0.05960058178489328
2023-01-25,0.1114428281785439,0.0375393949916406,val,USDSGD_RET,-0.0009634149386145601,0.03657598005302604
2023-01-26,-0.6072487563008446,-0.0394625788296081,val,USDSGD_RET,-0.0009636575013322406,-0.04042623633094034
2023-01-27,-0.0518490977474108,0.0366843683337572,val,USDSGD_RET,-0.0009579096183384716,0.03572645871541873
