Date,Actual,Forecast,Set,Pair,Nonlinear,Hybrid
2023-01-02,0.0423639065857186,0.0255908805810025,val,USDVND_RET,0.01150726298683671,0.037098143567839206
2023-01-03,0.0,0.0039572263107608,val,USDVND_RET,0.004769230067466801,0.008726456378227603
2023-01-04,-0.4031835700410259,0.0089195737751706,val,USDVND_RET,0.007488958469564134,0.016408532244734732
2023-01-05,-0.0212652845033182,0.1979122792537206,val,USDVND_RET,0.07099961733618766,0.2689118965899083
2023-01-06,-0.1489837457651526,0.131907303918565,val,USDVND_RET,0.05605973519184152,0.18796703911040652
2023-01-07,0.0,0.1989978648054769,val,USDVND_RET,0.09340229971316794,0.2924001645186448
2023-01-08,0.0,0.1408198044372569,val,USDVND_RET,0.06621090701903591,0.20703071145629282
2023-01-09,-0.0639181868997254,0.1162528794675423,val,USDVND_RET,0.056121350671149775,0.17237423013869207
2023-01-10,-0.0554288286730707,0.1218434730680868,val,USDVND_RET,0.05498163708353045,0.17682511015161725
2023-01-11,-0.0085302397049085,0.1157111341987121,val,USDVND_RET,0.050954167281427806,0.16666530148013992
2023-01-12,-0.02132878327378,0.0952490196632016,val,USDVND_RET,0.04514922018105323,0.1403982398442548
2023-01-13,-0.0085327872401325,0.088376870379926,val,USDVND_RET,0.04123216618644644,0.12960903656637246
2023-01-14,0.0,0.0723705357035127,val,USDVND_RET,0.0326923774579765,0.1050629131614892
2023-01-15,0.0,0.0588127041506296,val,USDVND_RET,0.026870543078713748,0.08568324722934334
2023-01-16,-0.0128005461741169,0.0487319350906559,val,USDVND_RET,0.02166344157409035,0.07039537666474625
2023-01-17,-0.0042672128705624,0.0463452684224076,val,USDVND_RET,0.019330041700244105,0.06567531012265171
2023-01-18,-0.0298755897316164,0.0397339936099054,val,USDVND_RET,0.016326605286024826,0.05606059889593022
2023-01-19,0.0426766821089753,0.0484096901024803,val,USDVND_RET,0.01939888950112,0.0678085796036003
2023-01-20,0.0127994539074377,0.0180525356894114,val,USDVND_RET,0.008159082360463048,0.02621161804987445
2023-01-21,0.0,0.0165773902033139,val,USDVND_RET,0.009559811104959496,0.0261372013082734
2023-01-22,0.0,0.0142788527593859,val,USDVND_RET,0.008632384216524538,0.022911236975910437
2023-01-23,0.0,0.0137611229168008,val,USDVND_RET,0.008126576130257036,0.021887699047057837
2023-01-24,0.0,0.0147396593295244,val,USDVND_RET,0.008554185385805246,0.023293844715329644
2023-01-25,0.0,0.0148985292103711,val,USDVND_RET,0.008617412427769257,0.02351594163814036
2023-01-26,0.0,0.0149655234645237,val,USDVND_RET,0.008610467703874749,0.02357599116839845
2023-01-27,0.0,0.0151223846445701,val,USDVND_RET,0.008661605206863408,0.023783989851433505
2023-01-28,0.0,0.015218909807485,val,USDVND_RET,0.008692852354716825,0.023911762162201824
2023-01-29,0.0,0.0152809996181599,val,USDVND_RET,0.008709561314412773,0.023990560932572673
2023-01-30,0.0852878516517605,0.015334249510861,val,USDVND_RET,0.008725244220667559,0.02405949373152856
2023-01-31,0.042616663760273,-0.0248163374096095,val,USDVND_RET,-0.004916756212471701,-0.0297330936220812
2023-02-01,-0.1065757321382516,-0.0283071636865845,val,USDVND_RET,-0.003628423653209844,-0.03193558733979435
2023-02-02,-0.02132878327378,0.0303384554083865,val,USDVND_RET,0.016008079190674672,0.04634653459906117
2023-02-03,0.038388535095763,0.0261135858743789,val,USDVND_RET,0.010349778877372573,0.03646336475175147
2023-02-04,0.0,0.0118743421041116,val,USDVND_RET,0.006707572191752087,0.018581914295863686
2023-02-05,0.0,0.0165703440415069,val,USDVND_RET,0.010035063096061569,0.026605407137568468
2023-02-06,-0.0383885350957622,0.0124945653846836,val,USDVND_RET,0.007788768301160448,0.02028333368584405
2023-02-07,0.1705030251083747,0.0317986065825151,val,USDVND_RET,0.014271325663742207,0.04606993224625731
2023-02-08,0.5097717071668579,-0.0550958029503597,val,USDVND_RET,-0.01645452584824081,-0.07155032879860052
2023-02-09,-0.0423818611980744,-0.2622546260437837,val,USDVND_RET,-0.09816520536285725,-0.3604198314066409
2023-02-10,-0.1272534636197748,-0.1456931063049543,val,USDVND_RET,-0.029529065202963986,-0.1752221715079183
2023-02-11,0.0,-0.0825655161864747,val,USDVND_RET,-0.019167441728484762,-0.10173295791495947
2023-02-12,0.0,-0.0606159755391243,val,USDVND_RET,-0.016690822506367116,-0.07730679804549143
2023-02-13,0.0212201592308313,-0.0298047028320244,val,USDVND_RET,-0.003855810223725084,-0.033660513055749484
2023-02-14,0.1272264802656693,-0.0317165523264843,val,USDVND_RET,-0.0053035578051780635,-0.037020110131662363
2023-02-15,0.0211886853213489,-0.0794295496398411,val,USDVND_RET,-0.021736452984595166,-0.10116600262443626
2023-02-16,0.0635391316516081,-0.0567355641164863,val,USDVND_RET,-0.010869921596823439,-0.06760548571330974
2023-02-17,0.2748706667724601,-0.0756463012732699,val,USDVND_RET,-0.019258623051739046,-0.09490492432500895
2023-02-18,0.0,-0.1782778413619645,val,USDVND_RET,-0.05481323548329029,-0.2330910768452548
2023-02-19,0.0,-0.1121123738887281,val,USDVND_RET,-0.024296312105700265,-0.13640868599442837
2023-02-20,0.5474850482966528,-0.0988885224013423,val,USDVND_RET,-0.025381781824370307,-0.12427030422571261
2023-02-21,-0.3576316002779898,-0.3264972805433997,val,USDVND_RET,-0.11535582770669531,-0.44185310825009505
2023-02-22,-0.0843348141909853,-0.0287234294211688,val,USDVND_RET,0.012641978862163058,-0.01608145055900574
2023-02-23,0.3158894908554061,-0.0435787394072854,val,USDVND_RET,-0.013413178169720572,-0.056991917577005974
2023-02-24,0.1470742990188026,-0.1571326447951533,val,USDVND_RET,-0.061763024674983465,-0.21889566947013675
2023-02-25,0.0,-0.1509962557858795,val,USDVND_RET,-0.03844172102300355,-0.18943797680888305
2023-02-26,0.0,-0.1252014839550199,val,USDVND_RET,-0.03068825558733824,-0.15588973954235813
